Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT
1998,25,3120,101,3407,70,H,0
1998,25,3122,88,3204,86,H,0
1998,25,3163,71,3304,61,H,0
1998,25,3168,66,3424,62,H,0
1998,25,3179,89,3227,61,H,0
1998,25,3182,72,3291,63,H,0
1998,25,3184,71,3190,58,A,0
1998,25,3186,86,3145,46,H,0
1998,25,3191,68,3123,59,H,0
1998,25,3196,70,3274,51,H,0
1998,25,3208,89,3129,66,H,0
1998,25,3218,83,3382,45,H,0
1998,25,3220,55,3463,52,A,0
1998,25,3243,66,3229,55,H,0
1998,25,3247,71,3175,63,A,0
1998,25,3250,72,3383,61,A,0
1998,25,3251,85,3359,49,H,0
1998,25,3261,68,3329,66,H,0
1998,25,3270,59,3379,58,A,0
1998,25,3271,77,3287,72,H,0
1998,25,3276,72,3385,55,H,0
1998,25,3277,87,3201,67,H,0
1998,25,3280,78,3115,50,H,0
1998,25,3283,74,3246,54,H,0
1998,25,3285,81,3156,65,A,0
1998,25,3286,85,3102,72,A,0
1998,25,3298,84,3441,68,H,0
1998,25,3317,116,3411,39,H,0
1998,25,3318,80,3135,64,A,0
1998,25,3332,78,3225,61,A,0
1998,25,3333,59,3339,52,H,0
1998,25,3338,62,3352,44,H,0
1998,25,3344,97,3116,73,H,0
1998,25,3349,91,3249,61,H,0
1998,25,3375,68,3106,64,H,0
1998,25,3387,94,3398,81,H,0
1998,25,3388,83,3417,62,H,0
1998,25,3395,81,3311,49,H,0
1998,25,3397,75,3256,61,H,0
1998,25,3405,61,3360,56,A,0
1998,25,3408,68,3279,55,A,0
1998,25,3426,65,3448,44,H,0
1998,25,3428,69,3451,48,A,0
1998,25,3434,62,3363,54,A,0
1998,25,3436,93,3159,63,H,0
1998,25,3438,67,3245,54,H,0
1998,25,3443,88,3321,83,H,0
1998,25,3444,64,3152,53,H,0
1998,25,3453,67,3266,50,H,0
1998,25,3458,90,3390,82,H,0
1998,25,3461,105,3410,50,H,0
1998,25,3462,72,3454,59,H,0
1998,26,3103,72,3267,57,A,0
1998,26,3117,76,3280,68,A,0
1998,26,3122,63,3190,61,H,0
1998,26,3125,76,3293,45,A,0
1998,26,3131,76,3265,42,H,0
1998,26,3132,75,3178,51,H,0
1998,26,3133,85,3442,65,A,0
1998,26,3138,87,3373,52,H,0
1998,26,3141,86,3172,79,H,0
1998,26,3150,56,3421,47,A,0
1998,26,3151,69,3165,50,H,0
1998,26,3153,70,3331,42,H,0
1998,26,3156,86,3152,64,H,0
1998,26,3158,78,3457,59,H,0
1998,26,3160,84,3140,68,H,0
1998,26,3162,72,3447,58,H,0
1998,26,3169,75,3258,63,H,0
1998,26,3171,85,3111,60,H,0
1998,26,3180,58,3288,53,H,0
1998,26,3181,80,3323,62,H,0
1998,26,3184,80,3204,67,A,0
1998,26,3201,60,3385,49,H,0
1998,26,3221,73,3306,59,A,0
1998,26,3226,75,3186,74,H,0
1998,26,3251,72,3271,36,H,0
1998,26,3268,74,3210,42,H,0
1998,26,3276,89,3277,72,A,0
1998,26,3282,81,3115,49,H,0
1998,26,3287,81,3359,74,A,0
1998,26,3301,68,3203,64,A,0
1998,26,3307,56,3455,44,A,0
1998,26,3308,79,3431,56,H,0
1998,26,3364,92,3113,83,A,0
1998,26,3365,70,3334,57,H,0
1998,26,3372,82,3328,58,H,0
1998,26,3374,80,3358,49,H,0
1998,26,3380,83,3159,63,H,0
1998,26,3381,69,3145,40,H,0
1998,26,3384,81,3335,58,H,0
1998,26,3387,64,3426,46,H,0
1998,26,3398,70,3448,66,A,0
1998,26,3403,57,3427,44,A,0
1998,26,3423,72,3459,71,H,0
1998,26,3433,84,3351,47,H,0
1998,26,3436,64,3337,56,H,0
1998,26,3444,89,3285,65,H,0
1998,26,3464,63,3460,55,H,0
1998,27,3102,81,3410,45,H,0
1998,27,3110,68,3119,54,H,0
1998,27,3111,78,3165,73,A,0
1998,27,3112,107,3364,74,H,0
1998,27,3116,83,3234,57,A,0
1998,27,3130,82,3400,68,H,0
1998,27,3151,58,3171,50,A,0
1998,27,3155,81,3129,65,H,0
1998,27,3173,66,3331,63,H,0
1998,27,3194,71,3279,63,H,0
1998,27,3196,68,3314,48,A,0
1998,27,3218,79,3261,63,H,0
1998,27,3253,60,3424,46,H,0
1998,27,3266,81,3321,70,A,0
1998,27,3283,109,3344,64,H,0
1998,27,3291,100,3347,84,H,0
1998,27,3298,70,3170,43,H,0
1998,27,3305,63,3340,47,H,0
1998,27,3322,61,3418,58,A,0
1998,27,3326,78,3222,69,H,0
1998,27,3328,66,3427,53,A,0
1998,27,3329,68,3382,59,A,0
1998,27,3330,79,3228,65,A,0
1998,27,3336,89,3396,57,H,0
1998,27,3343,71,3207,44,H,0
1998,27,3345,78,3390,68,H,0
1998,27,3362,79,3434,67,H,0
1998,27,3376,84,3202,57,H,0
1998,27,3391,74,3378,63,H,0
1998,27,3397,73,3404,32,A,0
1998,27,3403,93,3372,83,A,0
1998,27,3405,75,3361,67,A,0
1998,27,3414,56,3360,43,H,0
1998,27,3420,52,3137,35,H,0
1998,27,3435,59,3241,42,H,0
1998,27,3438,59,3452,58,H,0
1998,27,3450,70,3461,68,A,0
1998,28,3106,74,3240,62,H,0
1998,28,3124,78,3341,27,H,0
1998,28,3141,90,3296,84,A,0
1998,28,3208,84,3204,73,A,0
1998,28,3210,70,3273,65,A,0
1998,28,3247,66,3437,61,H,0
1998,28,3248,58,3288,54,H,0
1998,28,3256,83,3426,38,H,0
1998,28,3270,71,3409,55,H,0
1998,28,3290,80,3117,76,H,0
1998,28,3304,80,3166,59,H,0
1998,28,3319,61,3235,50,H,0
1998,28,3320,84,3168,74,A,0
1998,28,3334,64,3143,63,H,0
1998,28,3339,67,3332,59,H,0
1998,28,3349,76,3286,51,H,0
1998,28,3363,79,3225,66,H,0
1998,28,3401,88,3402,68,A,0
1998,28,3419,72,3108,60,H,0
1998,29,3137,67,3351,64,A,0
1998,29,3138,91,3352,53,H,0
1998,29,3140,76,3381,67,H,0
1998,29,3149,65,3126,56,A,0
1998,29,3150,66,3399,38,H,0
1998,29,3153,81,3292,61,H,0
1998,29,3155,73,3376,59,H,0
1998,29,3159,61,3447,57,H,0
1998,29,3161,76,3278,58,A,0
1998,29,3163,65,3234,55,H,0
1998,29,3174,78,3175,73,A,0
1998,29,3182,88,3156,64,A,0
1998,29,3191,62,3293,45,A,0
1998,29,3196,64,3400,51,H,0
1998,29,3207,81,3206,56,H,0
1998,29,3214,76,3350,74,H,0
1998,29,3220,72,3284,41,H,0
1998,29,3221,80,3135,60,H,0
1998,29,3232,95,3183,47,H,0
1998,29,3233,61,3200,58,H,0
1998,29,3243,82,3179,76,H,0
1998,29,3245,76,3389,53,A,0
1998,29,3251,85,3144,77,H,0
1998,29,3264,75,3162,58,A,0
1998,29,3269,64,3216,33,A,0
1998,29,3274,105,3194,84,A,0
1998,29,3276,93,3229,81,H,0
1998,29,3277,71,3246,57,H,0
1998,29,3280,87,3272,74,H,0
1998,29,3281,74,3282,56,H,0
1998,29,3301,49,3187,32,A,0
1998,29,3314,90,3421,48,H,0
1998,29,3343,68,3250,43,H,0
1998,29,3365,93,3142,44,A,0
1998,29,3369,70,3442,68,H,0
1998,29,3374,68,3408,58,A,0
1998,29,3379,80,3375,63,A,0
1998,29,3384,65,3338,63,A,0
1998,29,3386,91,3335,45,H,0
1998,29,3395,73,3317,70,H,0
1998,29,3397,92,3436,52,H,0
1998,29,3406,61,3192,47,H,0
1998,29,3423,80,3158,49,H,0
1998,29,3425,84,3253,55,H,0
1998,29,3438,64,3439,49,H,0
1998,29,3443,82,3321,58,H,0
1998,29,3458,72,3454,70,A,0
1998,29,3462,67,3133,58,A,0
1998,29,3463,61,3227,44,A,0
1998,29,3464,73,3103,58,A,0
1998,30,3116,73,3455,53,H,0
1998,30,3117,83,3122,69,H,0
1998,30,3171,100,3373,81,H,0
1998,30,3185,71,3260,61,H,0
1998,30,3199,64,3279,54,H,0
1998,30,3211,73,3186,57,A,0
1998,30,3242,61,3336,53,A,0
1998,30,3249,79,3222,61,H,0
1998,30,3257,86,3460,73,A,0
1998,30,3261,70,3374,59,H,0
1998,30,3307,81,3308,50,H,0
1998,30,3330,72,3345,62,H,0
1998,30,3337,80,3320,70,H,0
1998,30,3364,55,3203,52,H,0
1998,30,3387,60,3183,59,A,0
1998,30,3390,101,3362,54,H,0
1998,30,3409,66,3309,59,A,0
1998,30,3433,72,3313,64,H,0
1998,30,3448,70,3111,68,H,0
1998,30,3449,51,3129,37,A,0
1998,30,3456,77,3457,51,H,0
1998,31,3178,73,3356,62,A,0
1998,31,3314,89,3275,67,A,0
1998,31,3328,63,3258,55,A,0
1998,32,3102,59,3119,52,A,0
1998,32,3103,64,3306,59,H,0
1998,32,3104,91,3267,62,A,0
1998,32,3108,71,3293,61,A,0
1998,32,3116,104,3204,71,H,0
1998,32,3130,82,3406,53,A,0
1998,32,3132,85,3139,67,A,0
1998,32,3133,85,3451,71,A,0
1998,32,3138,75,3358,67,H,0
1998,32,3161,94,3209,74,H,0
1998,32,3166,72,3385,66,A,0
1998,32,3181,87,3178,65,A,0
1998,32,3198,69,3276,67,H,0
1998,32,3203,78,3417,73,A,0
1998,32,3210,87,3149,64,H,0
1998,32,3218,69,3143,40,H,0
1998,32,3231,75,3453,65,A,0
1998,32,3235,77,3225,64,A,0
1998,32,3238,75,3341,57,A,0
1998,32,3246,60,3227,46,A,0
1998,32,3256,73,3424,43,H,0
1998,32,3258,59,3275,50,H,0
1998,32,3263,85,3241,62,H,0
1998,32,3269,67,3245,65,A,0
1998,32,3272,77,3419,58,H,0
1998,32,3280,93,3375,65,A,0
1998,32,3285,70,3422,48,A,0
1998,32,3302,53,3273,45,H,0
1998,32,3304,82,3391,42,H,0
1998,32,3305,69,3369,52,H,0
1998,32,3307,85,3411,32,H,0
1998,32,3314,68,3328,61,H,0
1998,32,3319,82,3173,47,H,0
1998,32,3323,86,3364,75,A,0
1998,32,3326,77,3462,63,A,0
1998,32,3345,84,3202,51,H,0
1998,32,3360,74,3193,54,H,0
1998,32,3372,82,3401,73,H,0
1998,32,3376,100,3431,60,H,0
1998,32,3379,68,3240,66,H,0
1998,32,3381,71,3201,68,A,0
1998,32,3382,85,3383,48,A,0
1998,32,3393,89,3347,69,H,0
1998,32,3395,73,3407,65,A,0
1998,32,3403,91,3384,35,H,0
1998,32,3428,71,3414,56,H,0
1998,32,3437,68,3412,52,A,0
1998,32,3439,68,3388,59,A,0
1998,32,3443,87,3253,51,H,0
1998,32,3450,78,3211,59,A,0
1998,32,3456,78,3309,65,A,0
1998,32,3458,92,3418,51,A,0
1998,33,3110,84,3135,61,A,0
1998,33,3116,81,3285,68,H,0
1998,33,3117,73,3455,66,H,0
1998,33,3119,72,3383,65,H,0
1998,33,3120,92,3368,55,H,0
1998,33,3123,88,3190,68,H,0
1998,33,3124,102,3410,37,H,0
1998,33,3137,84,3352,53,A,0
1998,33,3139,85,3347,62,H,0
1998,33,3150,45,3187,41,A,0
1998,33,3159,100,3145,90,H,0
1998,33,3160,71,3141,49,H,0
1998,33,3161,93,3103,68,H,0
1998,33,3163,101,3348,38,H,0
1998,33,3164,77,3313,59,H,0
1998,33,3171,62,3216,57,A,0
1998,33,3172,72,3158,68,H,0
1998,33,3179,96,3371,61,H,0
1998,33,3181,76,3356,54,H,0
1998,33,3182,68,3310,46,A,0
1998,33,3183,67,3442,57,A,0
1998,33,3198,79,3345,67,H,0
1998,33,3207,93,3351,83,H,0
1998,33,3210,81,3130,79,H,0
1998,33,3214,74,3157,57,H,0
1998,33,3218,86,3231,69,H,0
1998,33,3220,64,3420,54,A,0
1998,33,3221,74,3291,61,H,0
1998,33,3225,65,3267,62,A,0
1998,33,3226,73,3129,58,H,0
1998,33,3227,56,3391,49,H,0
1998,33,3228,106,3344,74,A,0
1998,33,3229,78,3362,75,A,0
1998,33,3234,67,3169,56,H,0
1998,33,3235,61,3104,58,A,0
1998,33,3238,69,3270,63,A,0
1998,33,3240,76,3273,57,A,0
1998,33,3241,79,3418,47,H,0
1998,33,3248,59,3165,57,H,0
1998,33,3251,58,3299,47,H,0
1998,33,3256,85,3372,53,H,0
1998,33,3257,67,3336,58,A,0
1998,33,3260,63,3232,62,H,0
1998,33,3266,69,3113,50,A,0
1998,33,3268,81,3217,61,H,0
1998,33,3272,92,3108,65,H,0
1998,33,3276,104,3202,72,H,0
1998,33,3277,80,3400,78,A,0
1998,33,3283,73,3321,70,H,0
1998,33,3284,76,3250,75,A,0
1998,33,3298,66,3402,55,H,0
1998,33,3301,83,3463,53,H,0
1998,33,3304,68,3246,59,H,0
1998,33,3305,72,3376,63,H,0
1998,33,3306,68,3209,56,H,0
1998,33,3311,94,3409,86,H,0
1998,33,3318,79,3162,50,H,0
1998,33,3325,80,3457,64,H,0
1998,33,3332,64,3340,60,H,0
1998,33,3333,78,3233,68,A,0
1998,33,3337,65,3196,51,H,0
1998,33,3338,55,3288,43,H,0
1998,33,3349,65,3386,55,A,0
1998,33,3350,92,3249,60,A,0
1998,33,3353,72,3259,41,H,0
1998,33,3363,76,3170,68,H,0
1998,33,3365,111,3186,38,H,0
1998,33,3379,57,3302,54,H,0
1998,33,3381,78,3168,72,A,0
1998,33,3382,89,3102,43,H,0
1998,33,3384,76,3253,60,A,0
1998,33,3387,89,3152,41,A,0
1998,33,3388,74,3412,55,H,0
1998,33,3393,71,3132,67,H,0
1998,33,3395,74,3456,63,H,0
1998,33,3397,88,3390,70,A,0
1998,33,3399,52,3279,49,H,0
1998,33,3401,83,3424,57,H,0
1998,33,3405,76,3385,49,A,0
1998,33,3406,72,3149,60,A,0
1998,33,3407,98,3309,76,A,0
1998,33,3408,65,3261,54,H,0
1998,33,3416,63,3138,60,H,0
1998,33,3419,71,3293,50,A,0
1998,33,3422,91,3204,65,H,0
1998,33,3423,85,3335,70,H,0
1998,33,3428,86,3133,42,H,0
1998,33,3431,67,3369,50,A,0
1998,33,3436,74,3373,62,A,0
1998,33,3437,55,3439,46,H,0
1998,33,3438,61,3433,54,A,0
1998,33,3443,69,3403,63,A,0
1998,33,3449,75,3242,64,H,0
1998,33,3452,61,3448,51,A,0
1998,33,3453,59,3143,58,A,0
1998,33,3454,75,3278,57,A,0
1998,33,3458,97,3263,80,A,0
1998,33,3460,98,3287,75,H,0
1998,33,3464,66,3282,58,A,0
1998,34,3104,77,3231,70,H,0
1998,34,3110,69,3284,48,H,0
1998,34,3113,68,3173,55,H,0
1998,34,3123,71,3423,63,A,0
1998,34,3132,74,3138,54,H,0
1998,34,3135,69,3250,64,H,0
1998,34,3139,84,3358,78,H,0
1998,34,3143,66,3267,59,H,0
1998,34,3151,73,3122,63,H,0
1998,34,3160,53,3349,49,H,0
1998,34,3165,82,3420,68,A,0
1998,34,3166,72,3405,56,A,0
1998,34,3174,59,3343,57,H,0
1998,34,3186,50,3233,48,H,0
1998,34,3201,83,3168,79,H,0
1998,34,3208,70,3155,67,H,0
1998,34,3217,68,3291,54,H,0
1998,34,3220,83,3248,47,H,0
1998,34,3228,77,3181,65,H,0
1998,34,3235,64,3218,62,A,0
1998,34,3242,79,3169,66,H,0
1998,34,3243,75,3463,47,H,0
1998,34,3264,63,3200,53,H,0
1998,34,3268,82,3221,74,H,0
1998,34,3278,64,3402,52,H,0
1998,34,3288,64,3249,51,A,0
1998,34,3301,83,3177,76,A,0
1998,34,3307,73,3308,57,A,0
1998,34,3323,93,3417,91,A,0
1998,34,3326,59,3269,56,H,0
1998,34,3330,77,3257,39,H,0
1998,34,3335,79,3190,73,H,0
1998,34,3344,86,3178,76,A,0
1998,34,3350,85,3338,71,A,0
1998,34,3353,77,3179,74,H,0
1998,34,3354,82,3459,72,A,0
1998,34,3364,88,3196,86,H,0
1998,34,3365,79,3333,64,H,0
1998,34,3371,62,3259,57,A,0
1998,34,3374,71,3331,48,H,0
1998,34,3386,77,3141,51,A,0
1998,34,3393,104,3416,66,A,0
1998,34,3396,72,3175,54,H,0
1998,34,3397,74,3339,51,A,0
1998,34,3414,62,3193,54,H,0
1998,34,3435,91,3317,51,H,0
1998,34,3449,63,3234,62,A,0
1998,34,3453,65,3225,50,H,0
1998,34,3454,79,3298,76,H,0
1998,35,3112,89,3319,66,A,0
1998,35,3125,69,3240,63,A,0
1998,35,3140,57,3334,48,A,0
1998,35,3144,76,3157,56,H,0
1998,35,3156,76,3457,73,H,0
1998,35,3159,74,3148,70,A,0
1998,35,3191,80,3404,70,H,0
1998,35,3210,70,3151,42,H,0
1998,35,3254,82,3313,77,H,0
1998,35,3271,69,3389,68,H,0
1998,35,3280,73,3282,63,H,0
1998,35,3408,101,3375,38,H,0
1998,35,3426,68,3411,49,A,0
1998,35,3444,83,3296,71,H,0
1998,36,3104,104,3359,43,H,0
1998,36,3106,66,3407,64,H,0
1998,36,3116,82,3331,59,A,0
1998,36,3117,74,3290,66,H,0
1998,36,3130,70,3207,60,A,0
1998,36,3137,65,3247,63,H,0
1998,36,3153,105,3287,77,H,0
1998,36,3162,80,3192,60,H,0
1998,36,3163,67,3437,27,H,0
1998,36,3171,60,3348,57,A,0
1998,36,3187,73,3448,66,H,0
1998,36,3241,65,3291,44,H,0
1998,36,3251,84,3214,69,A,0
1998,36,3265,61,3119,41,H,0
1998,36,3266,67,3278,57,H,0
1998,36,3275,78,3169,66,A,0
1998,36,3286,73,3211,68,A,0
1998,36,3308,68,3258,67,H,0
1998,36,3318,69,3131,64,A,0
1998,36,3322,104,3115,57,H,0
1998,36,3335,75,3250,57,H,0
1998,36,3337,64,3168,58,A,0
1998,36,3345,85,3325,52,H,0
1998,36,3365,90,3363,51,H,0
1998,36,3379,68,3418,56,H,0
1998,36,3385,65,3371,56,A,0
1998,36,3427,72,3410,40,A,0
1998,36,3434,87,3260,72,H,0
1998,36,3439,65,3111,49,H,0
1998,36,3447,64,3420,55,H,0
1998,37,3103,89,3352,65,A,0
1998,37,3110,71,3203,69,A,0
1998,37,3120,73,3412,50,A,0
1998,37,3123,69,3387,64,H,0
1998,37,3143,62,3362,61,A,0
1998,37,3158,73,3149,53,A,0
1998,37,3172,90,3210,72,A,0
1998,37,3180,73,3174,63,H,0
1998,37,3182,72,3177,60,A,0
1998,37,3183,70,3227,49,A,0
1998,37,3221,86,3373,67,H,0
1998,37,3243,73,3212,54,H,0
1998,37,3245,88,3267,67,H,0
1998,37,3246,68,3326,51,H,0
1998,37,3248,67,3343,58,A,0
1998,37,3276,78,3141,66,H,0
1998,37,3283,81,3328,65,A,0
1998,37,3301,72,3199,60,H,0
1998,37,3304,80,3133,66,H,0
1998,37,3305,63,3201,50,H,0
1998,37,3310,70,3165,63,A,0
1998,37,3320,91,3296,70,A,0
1998,37,3330,94,3456,53,A,0
1998,37,3350,93,3421,64,H,0
1998,37,3353,80,3323,67,H,0
1998,37,3354,65,3299,49,A,0
1998,37,3356,61,3293,53,A,0
1998,37,3383,50,3233,42,H,0
1998,37,3393,72,3338,70,H,0
1998,37,3396,87,3284,61,H,0
1998,37,3397,98,3400,64,H,0
1998,37,3398,79,3151,70,H,0
1998,37,3401,80,3358,59,A,0
1998,37,3406,83,3220,75,A,0
1998,37,3409,74,3369,71,H,0
1998,37,3435,63,3277,51,H,0
1998,37,3438,79,3384,60,A,0
1998,37,3441,73,3457,71,A,0
1998,37,3443,79,3231,70,H,0
1998,38,3111,59,3459,56,H,0
1998,38,3116,69,3257,57,A,0
1998,38,3135,72,3348,62,H,0
1998,38,3144,67,3423,64,H,0
1998,38,3155,83,3202,70,A,0
1998,38,3175,86,3192,75,A,0
1998,38,3179,104,3454,83,H,0
1998,38,3206,80,3371,67,H,0
1998,38,3225,67,3186,56,H,0
1998,38,3235,86,3278,69,H,0
1998,38,3240,80,3157,64,A,0
1998,38,3261,75,3376,56,H,0
1998,38,3268,65,3214,57,H,0
1998,38,3280,80,3407,57,H,0
1998,38,3314,90,3448,59,A,0
1998,38,3336,70,3361,56,H,0
1998,38,3364,79,3425,61,H,0
1998,38,3378,67,3222,65,A,0
1998,38,3381,86,3331,64,H,0
1998,38,3399,77,3190,70,A,0
1998,38,3405,74,3178,69,A,0
1998,38,3434,85,3442,70,A,0
1998,38,3439,88,3422,74,A,0
1998,38,3449,77,3286,59,H,0
1998,39,3102,59,3451,53,H,0
1998,39,3112,96,3318,49,H,0
1998,39,3120,77,3379,39,H,0
1998,39,3129,70,3436,57,A,0
1998,39,3137,61,3162,46,A,0
1998,39,3138,83,3302,68,A,0
1998,39,3140,90,3309,74,A,0
1998,39,3153,93,3156,65,H,0
1998,39,3161,73,3139,71,H,0
1998,39,3165,68,3352,67,H,0
1998,39,3198,83,3208,68,A,0
1998,39,3199,72,3149,51,H,0
1998,39,3226,79,3461,73,H,0
1998,39,3231,67,3247,51,H,0
1998,39,3241,83,3347,69,A,0
1998,39,3243,82,3380,38,H,0
1998,39,3245,81,3124,75,H,0
1998,39,3249,83,3411,68,H,0
1998,39,3258,67,3253,64,H,0
1998,39,3271,60,3447,50,A,0
1998,39,3279,90,3410,38,H,0
1998,39,3281,80,3150,56,H,0
1998,39,3290,67,3368,57,H,0
1998,39,3298,70,3335,66,A,0
1998,39,3304,71,3455,69,A,0
1998,39,3307,89,3168,52,H,0
1998,39,3311,43,3115,38,H,0
1998,39,3317,77,3108,69,H,0
1998,39,3321,81,3183,51,H,0
1998,39,3329,63,3308,34,A,0
1998,39,3349,65,3273,29,H,0
1998,39,3351,64,3254,52,H,0
1998,39,3365,75,3433,60,H,0
1998,39,3372,81,3334,52,H,0
1998,39,3374,74,3113,59,H,0
1998,39,3382,79,3131,71,A,0
1998,39,3388,62,3143,59,A,0
1998,39,3395,102,3341,54,H,0
1998,39,3414,58,3363,41,H,0
1998,39,3417,87,3360,69,H,0
1998,39,3428,61,3453,55,H,0
1998,39,3443,92,3332,90,H,0
1998,39,3444,64,3402,62,A,0
1998,39,3450,90,3322,63,H,0
1998,39,3462,78,3292,62,A,0
1998,39,3464,65,3424,61,A,0
1998,40,3104,94,3103,53,H,0
1998,40,3108,81,3402,57,A,0
1998,40,3110,85,3248,49,H,0
1998,40,3113,60,3308,46,A,0
1998,40,3115,76,3341,56,H,0
1998,40,3130,64,3452,45,H,0
1998,40,3131,59,3183,55,A,0
1998,40,3132,91,3277,73,H,0
1998,40,3135,77,3119,59,H,0
1998,40,3139,80,3247,66,H,0
1998,40,3144,67,3187,62,H,0
1998,40,3161,75,3231,63,A,0
1998,40,3162,60,3254,58,H,0
1998,40,3163,78,3323,59,A,0
1998,40,3165,64,3271,46,H,0
1998,40,3172,103,3145,82,H,0
1998,40,3174,69,3220,56,H,0
1998,40,3181,99,3325,59,H,0
1998,40,3184,64,3404,58,A,0
1998,40,3185,66,3383,57,A,0
1998,40,3193,73,3200,72,H,0
1998,40,3198,66,3199,63,A,0
1998,40,3208,97,3149,61,H,0
1998,40,3210,84,3438,65,H,0
1998,40,3211,83,3142,73,A,0
1998,40,3212,61,3425,56,A,0
1998,40,3216,68,3306,67,A,0
1998,40,3217,69,3313,57,H,0
1998,40,3224,67,3267,64,H,0
1998,40,3226,79,3102,58,A,0
1998,40,3232,49,3420,45,A,0
1998,40,3235,93,3151,60,H,0
1998,40,3242,100,3164,57,H,0
