ID,Pred
2019_3114_3346,0.5
2019_3114_3347,0.5
2019_3114_3349,0.5
2019_3114_3352,0.5
2019_3114_3353,0.5
2019_3114_3355,0.5
2019_3114_3376,0.5
2019_3114_3377,0.5
2019_3114_3380,0.5
2019_3114_3390,0.5
2019_3114_3393,0.5
2019_3114_3397,0.5
2019_3114_3400,0.5
2019_3114_3401,0.5
2019_3114_3406,0.5
2019_3114_3413,0.5
2019_3114_3416,0.5
2019_3114_3417,0.5
2019_3114_3460,0.5
2019_3120_3124,0.5
2019_3120_3125,0.5
2019_3120_3126,0.5
2019_3120_3129,0.5
2019_3120_3137,0.5
2019_3120_3138,0.5
2019_3120_3140,0.5
2019_3120_3141,0.5
2019_3120_3143,0.5
2019_3120_3155,0.5
2019_3120_3163,0.5
2019_3120_3177,0.5
2019_3120_3179,0.5
2019_3120_3195,0.5
2019_3120_3199,0.5
2019_3120_3200,0.5
2019_3120_3211,0.5
2019_3120_3231,0.5
2019_3120_3234,0.5
2019_3120_3235,0.5
2019_3120_3243,0.5
2019_3120_3246,0.5
2019_3120_3257,0.5
2019_3120_3263,0.5
2019_3120_3266,0.5
2019_3120_3268,0.5
2019_3120_3273,0.5
2019_3120_3274,0.5
2019_3120_3276,0.5
2019_3120_3277,0.5
2019_3120_3280,0.5
2019_3120_3281,0.5
2019_3120_3283,0.5
2019_3120_3301,0.5
2019_3120_3308,0.5
2019_3120_3314,0.5
2019_3120_3323,0.5
2019_3120_3332,0.5
2019_3120_3333,0.5
2019_3120_3340,0.5
2019_3120_3343,0.5
2019_3120_3346,0.5
2019_3120_3347,0.5
2019_3120_3349,0.5
2019_3120_3352,0.5
2019_3120_3353,0.5
2019_3120_3355,0.5
2019_3120_3376,0.5
2019_3120_3377,0.5
2019_3120_3380,0.5
2019_3120_3390,0.5
2019_3120_3393,0.5
2019_3120_3397,0.5
2019_3120_3400,0.5
2019_3120_3401,0.5
2019_3120_3406,0.5
2019_3120_3413,0.5
2019_3120_3416,0.5
2019_3120_3417,0.5
2019_3120_3460,0.5
2019_3124_3125,0.5
2019_3124_3126,0.5
2019_3124_3129,0.5
2019_3124_3137,0.5
2019_3124_3138,0.5
2019_3124_3140,0.5
2019_3124_3141,0.5
2019_3124_3143,0.5
2019_3124_3155,0.5
2019_3124_3163,0.5
2019_3124_3177,0.5
2019_3124_3179,0.5
2019_3124_3195,0.5
2019_3124_3199,0.5
2019_3124_3200,0.5
2019_3124_3211,0.5
2019_3124_3231,0.5
2019_3124_3234,0.5
2019_3124_3235,0.5
2019_3124_3243,0.5
2019_3124_3246,0.5
2019_3124_3257,0.5
2019_3124_3263,0.5
2019_3124_3266,0.5
2019_3124_3268,0.5
2019_3124_3273,0.5
2019_3124_3274,0.5
2019_3124_3276,0.5
2019_3124_3277,0.5
2019_3124_3280,0.5
2019_3124_3281,0.5
2019_3124_3283,0.5
2019_3124_3301,0.5
2019_3124_3308,0.5
2019_3124_3314,0.5
2019_3124_3323,0.5
2019_3124_3332,0.5
2019_3124_3333,0.5
2019_3124_3340,0.5
2019_3124_3343,0.5
2019_3124_3346,0.5
2019_3124_3347,0.5
2019_3124_3349,0.5
2019_3124_3352,0.5
2019_3124_3353,0.5
2019_3124_3355,0.5
2019_3124_3376,0.5
2019_3124_3377,0.5
2019_3124_3380,0.5
2019_3124_3390,0.5
2019_3124_3393,0.5
2019_3124_3397,0.5
2019_3124_3400,0.5
2019_3124_3401,0.5
2019_3124_3406,0.5
2019_3124_3413,0.5
2019_3124_3416,0.5
2019_3124_3417,0.5
2019_3124_3460,0.5
2019_3125_3126,0.5
2019_3125_3129,0.5
2019_3125_3137,0.5
2019_3125_3138,0.5
2019_3125_3140,0.5
2019_3125_3141,0.5
2019_3125_3143,0.5
2019_3125_3155,0.5
2019_3125_3163,0.5
2019_3125_3177,0.5
2019_3125_3179,0.5
2019_3125_3195,0.5
2019_3125_3199,0.5
2019_3125_3200,0.5
2019_3125_3211,0.5
2019_3125_3231,0.5
2019_3125_3234,0.5
2019_3125_3235,0.5
2019_3125_3243,0.5
2019_3125_3246,0.5
2019_3125_3257,0.5
2019_3125_3263,0.5
2019_3125_3266,0.5
2019_3125_3268,0.5
2019_3125_3273,0.5
2019_3125_3274,0.5
2019_3125_3276,0.5
2019_3125_3277,0.5
2019_3125_3280,0.5
2019_3125_3281,0.5
2019_3125_3283,0.5
2019_3125_3301,0.5
2019_3125_3308,0.5
2019_3125_3314,0.5
2019_3125_3323,0.5
2019_3125_3332,0.5
2019_3125_3333,0.5
2019_3125_3340,0.5
2019_3125_3343,0.5
2019_3125_3346,0.5
2019_3125_3347,0.5
2019_3125_3349,0.5
2019_3125_3352,0.5
2019_3125_3353,0.5
2019_3125_3355,0.5
2019_3125_3376,0.5
2019_3125_3377,0.5
2019_3125_3380,0.5
2019_3125_3390,0.5
2019_3125_3393,0.5
2019_3125_3397,0.5
2019_3125_3400,0.5
2019_3125_3401,0.5
2019_3125_3406,0.5
2019_3125_3413,0.5
2019_3125_3416,0.5
2019_3125_3417,0.5
2019_3125_3460,0.5
2019_3126_3129,0.5
2019_3126_3137,0.5
2019_3126_3138,0.5
2019_3126_3140,0.5
2019_3126_3141,0.5
2019_3126_3143,0.5
2019_3126_3155,0.5
2019_3126_3163,0.5
2019_3126_3177,0.5
2019_3126_3179,0.5
2019_3126_3195,0.5
2019_3126_3199,0.5
2019_3126_3200,0.5
2019_3126_3211,0.5
2019_3126_3231,0.5
2019_3126_3234,0.5
2019_3126_3235,0.5
2019_3126_3243,0.5
2019_3126_3246,0.5
2019_3126_3257,0.5
2019_3126_3263,0.5
2019_3126_3266,0.5
2019_3126_3268,0.5
2019_3126_3273,0.5
2019_3126_3274,0.5
2019_3126_3276,0.5
2019_3126_3277,0.5
2019_3126_3280,0.5
2019_3126_3281,0.5
2019_3126_3283,0.5
2019_3126_3301,0.5
2019_3126_3308,0.5
2019_3126_3314,0.5
2019_3126_3323,0.5
2019_3126_3332,0.5
2019_3126_3333,0.5
2019_3126_3340,0.5
2019_3126_3343,0.5
2019_3126_3346,0.5
2019_3126_3347,0.5
2019_3126_3349,0.5
2019_3126_3352,0.5
2019_3126_3353,0.5
2019_3126_3355,0.5
2019_3126_3376,0.5
2019_3126_3377,0.5
2019_3126_3380,0.5
2019_3126_3390,0.5
2019_3126_3393,0.5
2019_3126_3397,0.5
2019_3126_3400,0.5
2019_3126_3401,0.5
2019_3126_3406,0.5
2019_3126_3413,0.5
2019_3126_3416,0.5
2019_3126_3417,0.5
2019_3126_3460,0.5
2019_3129_3137,0.5
2019_3129_3138,0.5
2019_3129_3140,0.5
2019_3129_3141,0.5
2019_3129_3143,0.5
2019_3129_3155,0.5
2019_3129_3163,0.5
2019_3129_3177,0.5
2019_3129_3179,0.5
2019_3129_3195,0.5
2019_3129_3199,0.5
2019_3129_3200,0.5
2019_3129_3211,0.5
2019_3129_3231,0.5
2019_3129_3234,0.5
2019_3129_3235,0.5
2019_3129_3243,0.5
2019_3129_3246,0.5
2019_3129_3257,0.5
2019_3129_3263,0.5
2019_3129_3266,0.5
2019_3129_3268,0.5
2019_3129_3273,0.5
2019_3129_3274,0.5
2019_3129_3276,0.5
2019_3129_3277,0.5
2019_3129_3280,0.5
2019_3129_3281,0.5
2019_3129_3283,0.5
2019_3129_3301,0.5
2019_3129_3308,0.5
2019_3129_3314,0.5
2019_3129_3323,0.5
2019_3129_3332,0.5
2019_3129_3333,0.5
2019_3129_3340,0.5
2019_3129_3343,0.5
2019_3129_3346,0.5
2019_3129_3347,0.5
2019_3129_3349,0.5
2019_3129_3352,0.5
2019_3129_3353,0.5
2019_3129_3355,0.5
2019_3129_3376,0.5
2019_3129_3377,0.5
2019_3129_3380,0.5
2019_3129_3390,0.5
2019_3129_3393,0.5
2019_3129_3397,0.5
2019_3129_3400,0.5
2019_3129_3401,0.5
2019_3129_3406,0.5
2019_3129_3413,0.5
2019_3129_3416,0.5
2019_3129_3417,0.5
2019_3129_3460,0.5
2019_3137_3138,0.5
2019_3137_3140,0.5
2019_3137_3141,0.5
2019_3137_3143,0.5
2019_3137_3155,0.5
2019_3137_3163,0.5
2019_3137_3177,0.5
2019_3137_3179,0.5
2019_3137_3195,0.5
2019_3137_3199,0.5
2019_3137_3200,0.5
2019_3137_3211,0.5
2019_3137_3231,0.5
2019_3137_3234,0.5
2019_3137_3235,0.5
2019_3137_3243,0.5
2019_3137_3246,0.5
2019_3137_3257,0.5
2019_3137_3263,0.5
2019_3137_3266,0.5
2019_3137_3268,0.5
2019_3137_3273,0.5
2019_3137_3274,0.5
2019_3137_3276,0.5
2019_3137_3277,0.5
2019_3137_3280,0.5
2019_3137_3281,0.5
2019_3137_3283,0.5
2019_3137_3301,0.5
2019_3137_3308,0.5
2019_3137_3314,0.5
2019_3137_3323,0.5
2019_3137_3332,0.5
2019_3137_3333,0.5
2019_3137_3340,0.5
2019_3137_3343,0.5
2019_3137_3346,0.5
2019_3137_3347,0.5
2019_3137_3349,0.5
2019_3137_3352,0.5
2019_3137_3353,0.5
2019_3137_3355,0.5
2019_3137_3376,0.5
2019_3137_3377,0.5
2019_3137_3380,0.5
2019_3137_3390,0.5
2019_3137_3393,0.5
2019_3137_3397,0.5
2019_3137_3400,0.5
2019_3137_3401,0.5
2019_3137_3406,0.5
2019_3137_3413,0.5
2019_3137_3416,0.5
2019_3137_3417,0.5
2019_3137_3460,0.5
2019_3138_3140,0.5
2019_3138_3141,0.5
2019_3138_3143,0.5
2019_3138_3155,0.5
2019_3138_3163,0.5
2019_3138_3177,0.5
2019_3138_3179,0.5
2019_3138_3195,0.5
2019_3138_3199,0.5
2019_3138_3200,0.5
2019_3138_3211,0.5
2019_3138_3231,0.5
2019_3138_3234,0.5
2019_3138_3235,0.5
2019_3138_3243,0.5
2019_3138_3246,0.5
2019_3138_3257,0.5
2019_3138_3263,0.5
2019_3138_3266,0.5
2019_3138_3268,0.5
2019_3138_3273,0.5
2019_3138_3274,0.5
2019_3138_3276,0.5
2019_3138_3277,0.5
2019_3138_3280,0.5
2019_3138_3281,0.5
2019_3138_3283,0.5
2019_3138_3301,0.5
2019_3138_3308,0.5
2019_3138_3314,0.5
2019_3138_3323,0.5
2019_3138_3332,0.5
2019_3138_3333,0.5
2019_3138_3340,0.5
2019_3138_3343,0.5
2019_3138_3346,0.5
2019_3138_3347,0.5
2019_3138_3349,0.5
2019_3138_3352,0.5
2019_3138_3353,0.5
2019_3138_3355,0.5
2019_3138_3376,0.5
2019_3138_3377,0.5
2019_3138_3380,0.5
2019_3138_3390,0.5
2019_3138_3393,0.5
2019_3138_3397,0.5
2019_3138_3400,0.5
2019_3138_3401,0.5
2019_3138_3406,0.5
2019_3138_3413,0.5
2019_3138_3416,0.5
2019_3138_3417,0.5
2019_3138_3460,0.5
2019_3140_3141,0.5
2019_3140_3143,0.5
2019_3140_3155,0.5
2019_3140_3163,0.5
2019_3140_3177,0.5
2019_3140_3179,0.5
2019_3140_3195,0.5
2019_3140_3199,0.5
2019_3140_3200,0.5
2019_3140_3211,0.5
2019_3140_3231,0.5
2019_3140_3234,0.5
2019_3140_3235,0.5
2019_3140_3243,0.5
2019_3140_3246,0.5
2019_3140_3257,0.5
2019_3140_3263,0.5
2019_3140_3266,0.5
2019_3140_3268,0.5
2019_3140_3273,0.5
2019_3140_3274,0.5
2019_3140_3276,0.5
2019_3140_3277,0.5
2019_3140_3280,0.5
2019_3140_3281,0.5
2019_3140_3283,0.5
2019_3140_3301,0.5
2019_3140_3308,0.5
2019_3140_3314,0.5
2019_3140_3323,0.5
2019_3140_3332,0.5
2019_3140_3333,0.5
2019_3140_3340,0.5
2019_3140_3343,0.5
2019_3140_3346,0.5
2019_3140_3347,0.5
2019_3140_3349,0.5
2019_3140_3352,0.5
2019_3140_3353,0.5
2019_3140_3355,0.5
2019_3140_3376,0.5
2019_3140_3377,0.5
2019_3140_3380,0.5
2019_3140_3390,0.5
2019_3140_3393,0.5
2019_3140_3397,0.5
2019_3140_3400,0.5
2019_3140_3401,0.5
2019_3140_3406,0.5
2019_3140_3413,0.5
2019_3140_3416,0.5
2019_3140_3417,0.5
2019_3140_3460,0.5
2019_3141_3143,0.5
2019_3141_3155,0.5
2019_3141_3163,0.5
2019_3141_3177,0.5
2019_3141_3179,0.5
2019_3141_3195,0.5
2019_3141_3199,0.5
2019_3141_3200,0.5
2019_3141_3211,0.5
2019_3141_3231,0.5
2019_3141_3234,0.5
2019_3141_3235,0.5
2019_3141_3243,0.5
2019_3141_3246,0.5
2019_3141_3257,0.5
2019_3141_3263,0.5
2019_3141_3266,0.5
2019_3141_3268,0.5
2019_3141_3273,0.5
2019_3141_3274,0.5
2019_3141_3276,0.5
2019_3141_3277,0.5
2019_3141_3280,0.5
2019_3141_3281,0.5
2019_3141_3283,0.5
2019_3141_3301,0.5
2019_3141_3308,0.5
2019_3141_3314,0.5
2019_3141_3323,0.5
2019_3141_3332,0.5
2019_3141_3333,0.5
2019_3141_3340,0.5
2019_3141_3343,0.5
2019_3141_3346,0.5
2019_3141_3347,0.5
2019_3141_3349,0.5
2019_3141_3352,0.5
2019_3141_3353,0.5
2019_3141_3355,0.5
2019_3141_3376,0.5
2019_3141_3377,0.5
2019_3141_3380,0.5
2019_3141_3390,0.5
2019_3141_3393,0.5
2019_3141_3397,0.5
2019_3141_3400,0.5
2019_3141_3401,0.5
2019_3141_3406,0.5
2019_3141_3413,0.5
2019_3141_3416,0.5
2019_3141_3417,0.5
2019_3141_3460,0.5
2019_3143_3155,0.5
2019_3143_3163,0.5
2019_3143_3177,0.5
2019_3143_3179,0.5
2019_3143_3195,0.5
2019_3143_3199,0.5
2019_3143_3200,0.5
2019_3143_3211,0.5
2019_3143_3231,0.5
2019_3143_3234,0.5
2019_3143_3235,0.5
2019_3143_3243,0.5
2019_3143_3246,0.5
2019_3143_3257,0.5
2019_3143_3263,0.5
2019_3143_3266,0.5
2019_3143_3268,0.5
2019_3143_3273,0.5
2019_3143_3274,0.5
2019_3143_3276,0.5
2019_3143_3277,0.5
2019_3143_3280,0.5
2019_3143_3281,0.5
2019_3143_3283,0.5
2019_3143_3301,0.5
2019_3143_3308,0.5
2019_3143_3314,0.5
2019_3143_3323,0.5
2019_3143_3332,0.5
2019_3143_3333,0.5
2019_3143_3340,0.5
2019_3143_3343,0.5
2019_3143_3346,0.5
2019_3143_3347,0.5
2019_3143_3349,0.5
2019_3143_3352,0.5
2019_3143_3353,0.5
2019_3143_3355,0.5
2019_3143_3376,0.5
2019_3143_3377,0.5
2019_3143_3380,0.5
2019_3143_3390,0.5
2019_3143_3393,0.5
2019_3143_3397,0.5
2019_3143_3400,0.5
2019_3143_3401,0.5
2019_3143_3406,0.5
2019_3143_3413,0.5
2019_3143_3416,0.5
2019_3143_3417,0.5
2019_3143_3460,0.5
2019_3155_3163,0.5
2019_3155_3177,0.5
2019_3155_3179,0.5
2019_3155_3195,0.5
2019_3155_3199,0.5
2019_3155_3200,0.5
2019_3155_3211,0.5
2019_3155_3231,0.5
2019_3155_3234,0.5
2019_3155_3235,0.5
2019_3155_3243,0.5
2019_3155_3246,0.5
2019_3155_3257,0.5
2019_3155_3263,0.5
2019_3155_3266,0.5
2019_3155_3268,0.5
2019_3155_3273,0.5
2019_3155_3274,0.5
2019_3155_3276,0.5
2019_3155_3277,0.5
2019_3155_3280,0.5
2019_3155_3281,0.5
2019_3155_3283,0.5
2019_3155_3301,0.5
2019_3155_3308,0.5
2019_3155_3314,0.5
2019_3155_3323,0.5
2019_3155_3332,0.5
2019_3155_3333,0.5
2019_3155_3340,0.5
2019_3155_3343,0.5
2019_3155_3346,0.5
2019_3155_3347,0.5
2019_3155_3349,0.5
2019_3155_3352,0.5
2019_3155_3353,0.5
2019_3155_3355,0.5
2019_3155_3376,0.5
2019_3155_3377,0.5
2019_3155_3380,0.5
2019_3155_3390,0.5
2019_3155_3393,0.5
2019_3155_3397,0.5
2019_3155_3400,0.5
2019_3155_3401,0.5
2019_3155_3406,0.5
2019_3155_3413,0.5
2019_3155_3416,0.5
2019_3155_3417,0.5
2019_3155_3460,0.5
2019_3163_3177,0.5
2019_3163_3179,0.5
2019_3163_3195,0.5
2019_3163_3199,0.5
2019_3163_3200,0.5
2019_3163_3211,0.5
2019_3163_3231,0.5
2019_3163_3234,0.5
2019_3163_3235,0.5
2019_3163_3243,0.5
2019_3163_3246,0.5
2019_3163_3257,0.5
2019_3163_3263,0.5
2019_3163_3266,0.5
2019_3163_3268,0.5
2019_3163_3273,0.5
2019_3163_3274,0.5
2019_3163_3276,0.5
2019_3163_3277,0.5
2019_3163_3280,0.5
2019_3163_3281,0.5
2019_3163_3283,0.5
2019_3163_3301,0.5
2019_3163_3308,0.5
2019_3163_3314,0.5
2019_3163_3323,0.5
2019_3163_3332,0.5
2019_3163_3333,0.5
2019_3163_3340,0.5
2019_3163_3343,0.5
2019_3163_3346,0.5
2019_3163_3347,0.5
2019_3163_3349,0.5
2019_3163_3352,0.5
2019_3163_3353,0.5
2019_3163_3355,0.5
2019_3163_3376,0.5
2019_3163_3377,0.5
2019_3163_3380,0.5
2019_3163_3390,0.5
2019_3163_3393,0.5
2019_3163_3397,0.5
2019_3163_3400,0.5
2019_3163_3401,0.5
2019_3163_3406,0.5
2019_3163_3413,0.5
2019_3163_3416,0.5
2019_3163_3417,0.5
2019_3163_3460,0.5
2019_3177_3179,0.5
2019_3177_3195,0.5
2019_3177_3199,0.5
2019_3177_3200,0.5
2019_3177_3211,0.5
2019_3177_3231,0.5
2019_3177_3234,0.5
2019_3177_3235,0.5
2019_3177_3243,0.5
2019_3177_3246,0.5
2019_3177_3257,0.5
2019_3177_3263,0.5
2019_3177_3266,0.5
2019_3177_3268,0.5
2019_3177_3273,0.5
2019_3177_3274,0.5
2019_3177_3276,0.5
2019_3177_3277,0.5
2019_3177_3280,0.5
2019_3177_3281,0.5
2019_3177_3283,0.5
2019_3177_3301,0.5
2019_3177_3308,0.5
2019_3177_3314,0.5
2019_3177_3323,0.5
2019_3177_3332,0.5
2019_3177_3333,0.5
2019_3177_3340,0.5
2019_3177_3343,0.5
2019_3177_3346,0.5
2019_3177_3347,0.5
2019_3177_3349,0.5
2019_3177_3352,0.5
2019_3177_3353,0.5
2019_3177_3355,0.5
2019_3177_3376,0.5
2019_3177_3377,0.5
2019_3177_3380,0.5
2019_3177_3390,0.5
2019_3177_3393,0.5
2019_3177_3397,0.5
2019_3177_3400,0.5
2019_3177_3401,0.5
2019_3177_3406,0.5
2019_3177_3413,0.5
2019_3177_3416,0.5
2019_3177_3417,0.5
2019_3177_3460,0.5
2019_3179_3195,0.5
2019_3179_3199,0.5
2019_3179_3200,0.5
2019_3179_3211,0.5
2019_3179_3231,0.5
2019_3179_3234,0.5
2019_3179_3235,0.5
2019_3179_3243,0.5
2019_3179_3246,0.5
2019_3179_3257,0.5
2019_3179_3263,0.5
2019_3179_3266,0.5
2019_3179_3268,0.5
2019_3179_3273,0.5
2019_3179_3274,0.5
2019_3179_3276,0.5
2019_3179_3277,0.5
2019_3179_3280,0.5
2019_3179_3281,0.5
2019_3179_3283,0.5
2019_3179_3301,0.5
2019_3179_3308,0.5
2019_3179_3314,0.5
2019_3179_3323,0.5
2019_3179_3332,0.5
2019_3179_3333,0.5
2019_3179_3340,0.5
2019_3179_3343,0.5
2019_3179_3346,0.5
2019_3179_3347,0.5
2019_3179_3349,0.5
2019_3179_3352,0.5
2019_3179_3353,0.5
2019_3179_3355,0.5
2019_3179_3376,0.5
2019_3179_3377,0.5
2019_3179_3380,0.5
2019_3179_3390,0.5
2019_3179_3393,0.5
2019_3179_3397,0.5
2019_3179_3400,0.5
2019_3179_3401,0.5
2019_3179_3406,0.5
2019_3179_3413,0.5
2019_3179_3416,0.5
2019_3179_3417,0.5
2019_3179_3460,0.5
2019_3195_3199,0.5
2019_3195_3200,0.5
2019_3195_3211,0.5
2019_3195_3231,0.5
2019_3195_3234,0.5
2019_3195_3235,0.5
2019_3195_3243,0.5
2019_3195_3246,0.5
2019_3195_3257,0.5
2019_3195_3263,0.5
2019_3195_3266,0.5
2019_3195_3268,0.5
2019_3195_3273,0.5
2019_3195_3274,0.5
2019_3195_3276,0.5
2019_3195_3277,0.5
2019_3195_3280,0.5
2019_3195_3281,0.5
2019_3195_3283,0.5
2019_3195_3301,0.5
2019_3195_3308,0.5
2019_3195_3314,0.5
2019_3195_3323,0.5
2019_3195_3332,0.5
2019_3195_3333,0.5
2019_3195_3340,0.5
2019_3195_3343,0.5
2019_3195_3346,0.5
2019_3195_3347,0.5
2019_3195_3349,0.5
2019_3195_3352,0.5
2019_3195_3353,0.5
2019_3195_3355,0.5
2019_3195_3376,0.5
2019_3195_3377,0.5
2019_3195_3380,0.5
2019_3195_3390,0.5
2019_3195_3393,0.5
2019_3195_3397,0.5
2019_3195_3400,0.5
2019_3195_3401,0.5
2019_3195_3406,0.5
2019_3195_3413,0.5
2019_3195_3416,0.5
2019_3195_3417,0.5
2019_3195_3460,0.5
2019_3199_3200,0.5
2019_3199_3211,0.5
2019_3199_3231,0.5
2019_3199_3234,0.5
2019_3199_3235,0.5
2019_3199_3243,0.5
2019_3199_3246,0.5
2019_3199_3257,0.5
2019_3199_3263,0.5
2019_3199_3266,0.5
2019_3199_3268,0.5
2019_3199_3273,0.5
2019_3199_3274,0.5
2019_3199_3276,0.5
2019_3199_3277,0.5
2019_3199_3280,0.5
2019_3199_3281,0.5
2019_3199_3283,0.5
2019_3199_3301,0.5
2019_3199_3308,0.5
2019_3199_3314,0.5
2019_3199_3323,0.5
2019_3199_3332,0.5
2019_3199_3333,0.5
2019_3199_3340,0.5
2019_3199_3343,0.5
2019_3199_3346,0.5
2019_3199_3347,0.5
2019_3199_3349,0.5
2019_3199_3352,0.5
2019_3199_3353,0.5
2019_3199_3355,0.5
2019_3199_3376,0.5
2019_3199_3377,0.5
2019_3199_3380,0.5
2019_3199_3390,0.5
2019_3199_3393,0.5
2019_3199_3397,0.5
2019_3199_3400,0.5
2019_3199_3401,0.5
2019_3199_3406,0.5
2019_3199_3413,0.5
2019_3199_3416,0.5
2019_3199_3417,0.5
2019_3199_3460,0.5
2019_3200_3211,0.5
2019_3200_3231,0.5
2019_3200_3234,0.5
2019_3200_3235,0.5
2019_3200_3243,0.5
2019_3200_3246,0.5
2019_3200_3257,0.5
2019_3200_3263,0.5
2019_3200_3266,0.5
2019_3200_3268,0.5
2019_3200_3273,0.5
2019_3200_3274,0.5
2019_3200_3276,0.5
2019_3200_3277,0.5
2019_3200_3280,0.5
2019_3200_3281,0.5
2019_3200_3283,0.5
2019_3200_3301,0.5
2019_3200_3308,0.5
2019_3200_3314,0.5
2019_3200_3323,0.5
2019_3200_3332,0.5
2019_3200_3333,0.5
2019_3200_3340,0.5
2019_3200_3343,0.5
2019_3200_3346,0.5
2019_3200_3347,0.5
2019_3200_3349,0.5
2019_3200_3352,0.5
2019_3200_3353,0.5
2019_3200_3355,0.5
2019_3200_3376,0.5
2019_3200_3377,0.5
2019_3200_3380,0.5
2019_3200_3390,0.5
2019_3200_3393,0.5
2019_3200_3397,0.5
2019_3200_3400,0.5
2019_3200_3401,0.5
2019_3200_3406,0.5
2019_3200_3413,0.5
2019_3200_3416,0.5
2019_3200_3417,0.5
2019_3200_3460,0.5
2019_3211_3231,0.5
2019_3211_3234,0.5
2019_3211_3235,0.5
2019_3211_3243,0.5
2019_3211_3246,0.5
