season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2015,11,1218,85,1115,57,H,0,31,67,8,24,15,20,17,26,20,16,10,3,19,19,53,5,19,14,23,10,10,9,15,11,3,20
2015,11,1219,100,1167,99,N,4,36,73,10,24,18,32,4,22,14,11,6,4,22,35,75,7,21,22,27,12,42,16,19,5,5,27
2015,11,1220,94,1239,61,H,0,37,67,9,25,11,15,10,31,24,8,7,10,16,21,63,7,19,12,23,9,20,9,10,4,3,15
2015,11,1222,77,1293,74,A,0,29,64,8,21,11,17,9,29,11,16,7,3,22,24,64,6,25,20,27,8,20,18,10,9,4,18
2015,11,1228,80,1204,71,H,0,23,56,7,19,27,34,8,23,11,9,5,5,20,23,64,9,30,16,20,14,29,15,16,5,2,27
2015,11,1231,116,1290,65,H,0,39,59,11,23,27,37,15,37,20,19,9,3,17,25,73,5,19,10,21,13,10,9,11,13,1,28
2015,11,1232,79,1237,66,A,1,20,50,3,12,36,46,7,32,7,12,8,2,21,21,60,7,21,17,23,9,28,9,16,6,1,30
2015,11,1233,78,1156,73,H,0,23,48,10,25,22,37,3,26,16,10,7,3,15,27,64,10,22,9,13,7,31,19,9,5,3,24
2015,11,1234,90,1214,56,H,0,29,61,9,21,23,33,15,29,20,14,9,7,14,20,59,4,18,12,17,9,15,10,16,10,1,25
2015,11,1235,93,1324,82,H,0,30,58,7,16,26,37,9,25,18,8,6,0,17,29,56,9,24,15,20,5,17,21,12,4,0,27
2015,11,1242,69,1364,59,H,0,22,53,2,10,23,32,12,29,11,16,8,5,12,23,56,4,19,9,14,5,15,10,15,8,6,23
2015,11,1243,98,1381,68,H,0,27,46,10,18,34,48,5,17,19,12,12,3,25,20,49,8,20,20,32,15,27,9,24,10,3,31
2015,11,1246,85,1213,45,H,0,34,70,3,14,14,19,22,25,13,13,8,10,16,15,48,7,15,8,16,8,-2,8,21,5,3,20
2015,11,1248,77,1352,50,A,0,25,49,5,13,22,28,10,31,16,13,6,1,21,13,52,5,22,19,27,12,15,6,11,9,4,24
2015,11,1256,85,1380,76,A,0,26,59,8,23,25,40,12,23,9,12,3,7,21,27,64,5,18,17,30,17,33,7,10,8,3,30
2015,11,1257,81,1278,68,N,0,23,50,6,16,29,42,7,29,11,15,11,1,28,22,55,4,18,20,33,9,26,12,18,6,0,32
2015,11,1258,76,1369,66,H,0,28,53,6,14,14,18,12,28,13,14,2,5,19,28,66,4,20,6,12,11,11,16,3,7,3,18
2015,11,1266,79,1404,63,H,0,27,56,10,23,15,23,6,16,19,7,12,4,21,22,48,4,13,15,26,11,27,8,19,3,1,19
2015,11,1267,74,1240,55,H,0,28,56,8,22,10,14,4,23,19,10,8,2,17,20,54,10,29,5,12,7,26,11,17,7,2,18
2015,11,1268,82,1447,48,H,0,24,44,7,14,27,41,8,30,9,13,2,6,19,18,67,3,23,9,18,14,24,5,11,5,3,32
2015,11,1269,95,1373,87,H,0,25,55,6,15,39,52,12,25,15,13,6,7,21,34,74,5,18,14,22,16,27,21,14,5,2,33
2015,11,1274,84,1224,49,H,0,27,59,9,23,21,25,12,24,15,12,12,5,20,18,63,2,18,11,21,13,22,5,17,10,3,22
2015,11,1277,64,1298,59,A,0,25,53,8,19,6,10,8,28,18,14,6,4,13,24,59,5,17,6,10,7,18,18,10,8,2,17
2015,11,1280,66,1441,56,H,0,17,37,4,9,28,37,9,28,7,16,5,5,18,21,58,9,24,5,10,9,12,12,8,10,4,22
2015,11,1282,69,1281,61,A,0,20,54,6,14,23,29,14,25,9,15,6,1,18,24,63,5,23,8,16,15,21,10,17,10,6,25
2015,11,1283,64,1183,53,H,0,20,43,6,12,18,25,8,19,7,9,4,4,14,21,51,6,17,5,5,9,18,13,13,2,1,22
2015,11,1301,93,1238,58,H,0,32,61,8,20,21,32,7,34,16,10,8,7,20,18,64,5,24,17,23,9,23,4,12,4,4,25
2015,11,1307,79,1226,55,H,0,26,59,8,25,19,29,11,30,18,11,3,5,20,19,56,5,20,12,21,7,17,11,15,6,2,23
2015,11,1314,76,1300,60,H,0,27,61,2,11,20,30,14,33,15,14,8,10,24,18,56,5,17,19,29,10,13,8,14,9,3,24
2015,11,1321,65,1223,58,H,0,23,60,6,22,13,19,13,20,13,5,1,3,17,21,51,2,15,14,21,10,22,12,10,2,1,16
2015,11,1323,82,1127,39,H,0,32,58,8,22,10,18,6,27,16,7,14,3,18,13,49,3,17,10,13,8,26,4,18,0,2,18
2015,11,1326,92,1262,55,H,0,37,60,9,22,9,15,10,21,20,9,8,1,15,20,47,7,17,8,12,6,14,12,19,3,1,19
2015,11,1329,83,1368,55,H,0,28,63,12,29,15,18,9,29,19,11,15,9,14,19,60,6,28,11,15,8,25,9,21,6,1,16
2015,11,1332,107,1164,65,H,0,41,73,14,23,11,17,14,31,25,11,9,5,17,21,67,12,30,11,20,12,17,10,16,6,6,18
2015,11,1333,67,1349,54,H,0,24,54,4,11,15,20,12,31,19,13,5,7,14,16,52,8,29,14,15,5,12,10,11,7,2,20
2015,11,1334,73,1442,71,A,1,26,62,4,19,17,24,11,31,11,11,6,2,29,23,58,8,27,17,31,8,21,12,8,4,4,20
2015,11,1336,61,1288,48,H,0,21,48,5,13,14,23,12,25,10,18,5,4,17,18,58,3,18,9,12,10,16,7,12,8,4,17
2015,11,1337,89,1201,74,H,0,29,51,5,15,26,32,7,23,14,16,7,2,23,28,59,4,20,14,23,9,13,9,14,11,1,25
2015,11,1338,78,1310,45,H,0,30,57,7,16,11,14,7,28,20,9,3,2,23,12,48,0,14,21,29,9,16,4,11,2,4,18
2015,11,1343,64,1351,58,H,0,19,43,9,24,17,20,4,25,13,15,7,4,14,25,57,6,17,2,4,7,23,10,11,3,2,19
2015,11,1345,80,1359,40,H,0,26,47,9,21,19,31,6,35,21,15,6,9,16,15,66,3,20,7,11,9,21,9,12,8,2,24
2015,11,1346,88,1463,85,H,2,32,69,5,19,19,30,21,28,21,16,6,11,22,30,78,7,22,18,23,17,14,11,10,8,3,28
2015,11,1350,64,1347,46,H,0,23,48,3,15,15,22,4,24,12,7,6,7,17,16,57,1,13,13,17,15,37,7,13,1,2,20
2015,11,1357,71,1216,53,N,0,30,51,1,8,10,18,7,24,18,17,9,3,16,20,51,7,25,6,8,5,14,13,19,5,4,16
2015,11,1361,79,1169,58,H,0,28,56,6,20,17,26,13,21,15,12,11,7,15,24,58,2,6,8,15,11,16,11,17,8,3,19
2015,11,1365,89,1168,72,H,0,27,55,11,16,24,31,6,30,13,8,6,2,25,22,58,9,23,19,28,12,33,12,14,2,2,25
2015,11,1374,93,1249,54,H,0,33,54,5,16,22,27,6,26,22,9,9,7,20,16,51,5,20,17,30,13,20,8,16,6,3,22
2015,11,1376,81,1316,56,H,0,29,57,4,11,19,26,8,30,19,9,7,3,15,18,53,10,32,10,16,2,14,9,15,2,5,22
2015,11,1385,77,1312,58,H,0,24,58,2,16,27,36,7,35,13,7,6,4,23,17,60,7,25,17,24,6,29,9,13,4,4,25
2015,11,1390,74,1459,59,H,0,28,53,1,8,17,28,12,18,14,12,4,2,18,21,47,6,17,11,15,5,8,14,14,4,0,20
2015,11,1392,57,1162,56,H,0,22,54,3,9,10,21,15,22,10,9,5,1,13,21,48,10,24,4,13,8,16,13,13,7,3,25
2015,11,1393,89,1244,42,H,0,36,75,4,15,13,20,22,29,21,11,15,6,15,17,52,5,21,3,6,4,0,11,24,4,2,19
2015,11,1395,71,1341,54,H,0,23,51,3,15,22,39,14,30,15,16,5,10,17,19,58,6,18,10,18,5,8,11,9,11,0,29
2015,11,1396,40,1110,37,H,0,11,48,5,19,13,18,13,21,7,14,6,3,15,12,39,3,23,10,12,2,9,10,12,6,5,17
2015,11,1400,85,1295,50,H,0,30,62,7,22,18,21,10,37,9,10,7,3,16,17,62,7,29,9,17,8,18,8,11,3,2,20
2015,11,1401,109,1322,68,H,0,42,74,8,17,17,27,16,30,26,13,10,5,24,21,58,6,33,20,32,9,13,11,18,7,6,21
2015,11,1402,62,1370,53,A,0,22,51,5,13,13,17,6,16,13,10,12,2,12,18,41,9,18,8,12,4,17,14,18,6,4,15
2015,11,1403,71,1259,59,H,0,23,58,7,18,18,28,13,21,13,7,9,10,21,17,50,9,19,16,23,10,20,9,15,6,5,24
2015,11,1417,113,1286,78,H,0,39,68,9,19,26,40,15,23,25,11,17,6,20,28,59,9,21,13,17,7,13,17,22,4,4,30
2015,11,1424,60,1287,59,H,0,20,48,4,18,16,27,11,28,14,12,2,12,14,21,68,7,22,10,14,11,20,11,6,7,3,25
2015,11,1426,86,1133,75,A,0,25,53,12,20,24,34,6,31,17,18,7,1,21,26,68,9,22,14,25,16,33,14,13,11,6,25
2015,11,1428,90,1123,72,H,0,29,49,6,9,26,40,13,20,14,14,11,5,18,25,55,10,22,12,13,9,2,10,15,5,4,30
2015,11,1429,72,1451,61,H,0,27,58,4,15,14,24,7,19,15,7,12,3,19,19,49,6,18,17,23,10,29,9,20,6,4,22
2015,11,1430,60,1377,52,H,0,17,43,2,9,24,35,10,24,8,17,6,3,20,15,52,4,24,18,28,16,26,6,18,7,2,31
2015,11,1431,65,1450,52,H,0,22,63,4,14,17,26,16,28,13,14,11,7,14,19,54,6,21,8,10,5,17,10,21,5,5,21
2015,11,1433,85,1397,69,N,0,25,62,11,29,24,40,21,23,15,18,10,4,28,24,57,4,17,17,33,10,15,12,19,9,4,34
2015,11,1434,90,1190,76,H,0,26,52,10,18,28,43,8,28,12,13,5,6,17,27,63,8,24,14,23,6,19,7,10,9,3,26
2015,11,1437,77,1250,66,N,0,27,71,8,33,15,24,18,19,16,9,13,3,11,28,51,6,16,4,10,3,13,15,21,6,2,22
2015,11,1438,79,1241,51,A,0,29,50,5,7,16,21,8,28,12,16,11,7,18,15,53,8,26,13,18,9,14,9,17,4,1,15
2015,11,1439,71,1271,46,H,0,24,46,6,14,17,29,6,26,11,6,4,8,21,13,47,5,22,15,26,11,26,10,14,4,3,26
2015,11,1440,66,1154,65,N,0,26,58,11,29,3,4,11,14,12,13,3,4,18,23,42,2,4,17,22,3,10,10,11,6,1,10
2015,11,1448,80,1421,69,H,0,22,44,4,12,32,45,12,37,14,24,6,5,24,20,62,6,26,23,28,7,12,7,12,13,2,30
2015,11,1449,77,1354,59,H,0,32,68,3,21,10,17,15,33,16,12,3,8,14,24,73,5,20,6,13,13,17,9,8,6,0,18
2015,11,1452,64,1284,54,H,0,18,69,6,29,22,34,27,17,9,12,11,2,17,17,38,2,9,18,22,4,3,5,23,7,4,31
2015,11,1455,71,1308,54,H,0,31,63,0,11,9,16,14,20,11,11,11,4,22,16,40,4,17,18,31,8,15,9,19,6,3,15
2015,11,1458,62,1297,31,H,0,23,47,4,17,12,20,5,35,13,9,3,5,9,14,53,2,16,1,5,6,20,4,10,5,1,19
2015,11,1460,73,1125,70,H,0,24,60,5,23,20,32,13,17,10,14,6,4,23,24,51,3,15,19,26,9,22,5,21,7,2,24
2015,11,1462,93,1319,60,H,0,36,54,7,19,14,19,4,27,22,16,7,8,18,24,63,8,20,4,12,10,21,12,16,6,1,19
2015,12,1102,68,1154,55,N,0,24,43,9,20,11,14,10,21,17,17,3,2,22,21,51,4,18,9,19,11,10,7,11,6,0,17
2015,12,1119,92,1440,86,N,0,36,65,5,19,15,29,17,26,15,18,8,6,20,33,75,9,24,11,15,14,16,14,15,10,4,26
2015,12,1129,77,1258,69,A,0,24,51,8,23,21,24,5,22,13,8,3,1,22,24,52,4,14,17,22,7,22,14,13,3,1,20
2015,12,1132,77,1179,58,A,0,29,56,11,27,8,8,4,27,15,9,10,11,18,19,51,7,14,13,20,8,26,10,13,3,1,12
2015,12,1139,99,1263,57,H,0,41,57,8,16,9,16,3,26,29,12,8,3,19,21,54,5,21,10,14,4,17,11,18,5,1,20
2015,12,1145,64,1436,60,H,0,22,55,8,18,12,20,10,20,16,10,8,6,17,19,47,5,18,17,20,8,18,13,15,2,6,23
2015,12,1161,83,1285,66,H,0,27,52,12,27,17,28,11,27,22,17,2,3,25,21,52,6,24,18,25,3,12,12,13,6,2,22
2015,12,1175,77,1335,75,A,1,24,56,6,16,23,30,10,21,12,10,12,7,21,25,60,8,28,17,27,17,25,12,15,7,3,23
2015,12,1181,109,1193,59,H,0,40,62,9,22,20,28,12,26,22,12,12,4,17,22,53,2,14,13,17,5,6,9,17,4,1,20
2015,12,1199,81,1264,66,H,0,23,40,3,9,32,44,3,27,14,21,8,4,30,16,56,9,28,25,36,13,28,8,21,6,1,35
2015,12,1207,83,1383,62,H,0,32,61,2,10,17,25,7,31,19,9,8,6,16,23,71,6,19,10,17,19,33,12,17,6,7,21
2015,12,1218,72,1167,65,H,0,21,47,8,19,22,36,9,19,14,14,10,5,17,24,62,7,23,10,11,13,25,14,18,3,2,28
2015,12,1219,74,1115,62,N,0,25,47,7,20,17,21,10,17,13,16,6,2,12,22,51,8,16,10,15,10,13,7,14,6,2,19
2015,12,1245,69,1464,61,A,0,23,44,7,15,16,30,6,29,9,13,2,4,23,23,63,2,18,13,26,12,25,10,10,4,1,25
2015,12,1247,57,1159,52,H,0,19,53,3,13,16,19,8,26,12,8,6,6,13,20,55,4,21,8,10,7,22,15,13,4,0,18
2015,12,1261,93,1205,82,H,0,36,69,8,23,13,14,15,29,19,18,7,3,8,35,75,9,33,3,5,7,9,17,10,12,0,15
2015,12,1305,65,1142,49,H,0,23,56,5,15,14,21,10,28,8,3,2,6,14,18,58,4,22,9,18,12,26,10,4,2,5,17
2015,12,1320,64,1315,52,H,0,21,47,6,18,16,23,7,26,12,16,7,3,21,16,45,7,19,13,21,3,17,4,14,5,5,25
2015,12,1325,73,1111,47,H,0,26,55,8,19,13,20,4,33,12,12,2,6,19,18,55,4,16,7,16,8,30,12,14,3,2,18
2015,12,1330,76,1423,56,H,0,26,55,8,15,16,22,12,31,16,16,7,9,14,18,56,7,18,13,21,6,11,7,13,8,4,18
2015,12,1331,77,1409,68,H,0,19,48,7,18,32,44,8,26,10,8,5,7,29,21,62,2,19,24,34,17,30,8,12,2,4,31
2015,12,1340,76,1425,68,A,0,25,64,8,18,18,25,8,15,13,4,10,0,17,25,47,4,12,14,22,10,32,11,23,1,7,23
2015,12,1344,64,1107,60,H,0,24,59,4,13,12,24,13,21,14,12,6,3,15,25,53,7,17,3,8,7,20,13,18,6,1,21
2015,12,1360,67,1369,56,N,0,26,56,8,19,7,10,7,24,18,16,7,2,18,21,48,1,14,13,20,5,23,10,19,7,3,16
2015,12,1367,78,1197,65,H,0,31,67,10,30,6,12,19,24,19,12,11,4,11,25,60,9,23,6,7,8,6,14,14,6,1,16
2015,12,1382,77,1171,57,H,0,26,64,9,21,16,22,12,23,15,7,12,4,19,19,53,6,16,13,19,13,23,9,19,0,3,22
2015,12,1387,62,1356,59,H,0,17,42,8,15,20,30,7,23,12,17,4,3,19,21,53,4,13,13,23,12,21,9,14,9,2,25
2015,12,1419,74,1412,65,A,0,28,67,6,16,12,15,10,24,18,11,8,5,15,23,56,6,15,13,15,6,23,13,16,7,7,15
2015,12,1443,77,1122,70,H,0,23,53,9,21,22,35,9,24,13,13,5,0,23,23,52,6,12,18,30,9,21,9,13,3,5,25
2015,13,1112,86,1169,68,H,0,28,52,8,18,22,35,10,22,17,18,11,2,21,22,52,2,10,22,28,4,12,16,16,10,1,25
2015,13,1116,97,1106,79,H,0,34,60,8,14,21,29,6,19,25,14,14,6,13,31,70,9,18,8,10,12,26,18,22,7,3,27
2015,13,1143,93,1244,59,H,0,35,58,7,12,16,26,8,28,18,15,4,5,18,21,60,5,20,12,18,7,16,7,15,5,5,22
2015,13,1150,73,1189,60,A,0,25,50,7,15,16,32,10,32,13,20,6,4,25,22,69,3,20,13,20,14,25,7,14,5,1,27
2015,13,1166,84,1152,66,H,0,26,58,10,30,22,27,9,24,18,17,8,3,16,25,55,10,23,6,10,6,20,9,19,10,1,21
2015,13,1176,54,1226,38,H,0,18,46,10,29,8,8,5,19,14,10,7,1,15,14,39,3,12,7,12,7,25,5,20,5,0,13
2015,13,1203,70,1353,53,A,0,26,64,6,21,12,17,10,31,12,9,7,3,18,19,54,4,18,11,18,5,21,11,16,2,9,18
2015,13,1206,63,1343,60,H,0,24,55,4,11,11,20,10,28,4,12,7,5,18,19,56,9,30,13,17,8,22,13,11,6,5,21
2015,13,1216,51,1389,50,H,0,15,41,7,20,14,21,3,17,13,13,8,3,18,17,41,3,19,13,21,7,28,8,13,7,6,16
2015,13,1221,58,1217,57,N,0,23,58,3,12,9,17,7,18,12,11,14,2,16,21,47,5,14,10,13,5,24,14,24,8,8,14
2015,13,1228,114,1164,56,H,0,41,74,15,28,17,19,12,35,24,9,10,5,16,21,71,6,28,8,11,14,21,8,17,7,7,16
2015,13,1246,71,1138,52,H,0,25,61,6,20,15,23,17,26,17,14,10,7,21,16,46,4,12,16,21,4,5,5,17,5,3,21
2015,13,1259,76,1165,71,H,0,22,59,8,19,24,34,14,22,11,10,6,3,28,21,53,3,19,26,36,11,19,7,10,4,9,24
2015,13,1267,66,1366,47,H,0,24,56,6,20,12,22,7,39,18,14,6,10,19,21,64,2,15,3,16,9,29,5,12,10,6,18
2015,13,1269,71,1130,62,N,0,20,41,0,3,31,47,5,28,12,14,9,7,22,20,57,5,21,17,27,13,33,11,18,9,3,31
2015,13,1275,76,1381,63,H,0,23,45,9,18,21,34,6,22,14,17,11,1,19,24,48,3,12,12,20,5,20,7,16,6,3,23
2015,13,1281,56,1434,41,H,0,20,50,4,17,12,14,9,26,9,11,4,5,16,15,46,4,18,7,12,5,17,8,13,3,4,18
2015,13,1303,100,1146,75,H,0,34,76,11,22,21,31,26,25,19,16,7,2,20,25,57,9,21,16,24,5,-4,14,20,5,5,24
2015,13,1304,80,1297,61,H,0,23,48,8,22,26,30,6,25,10,10,6,7,22,21,58,8,23,11,21,13,28,9,12,3,0,24
2015,13,1307,67,1168,59,H,0,19,39,5,9,24,36,9,25,11,13,1,3,16,24,55,9,22,2,7,4,9,14,9,2,4,29
2015,13,1314,103,1352,59,H,0,36,71,4,16,27,36,18,27,29,8,9,5,20,22,61,6,20,9,14,8,5,9,18,4,6,27
2015,13,1318,71,1131,65,N,0,24,54,9,23,14,21,8,24,19,10,6,3,13,21,52,8,19,15,20,5,17,17,8,6,0,17
2015,13,1323,92,1298,53,H,0,32,57,9,25,19,23,5,27,19,9,11,4,14,16,50,6,20,15,15,6,19,9,20,5,0,18
2015,13,1328,78,1368,53,H,0,29,75,9,21,11,17,13,33,13,10,8,2,16,21,64,3,20,8,16,12,32,10,20,5,8,17
2015,13,1329,74,1341,52,H,0,21,55,6,29,26,41,14,34,7,13,9,6,18,20,62,3,16,9,19,10,24,8,15,9,1,26
2015,13,1336,73,1200,54,H,0,25,53,7,18,16,25,6,29,13,14,7,2,18,17,58,8,27,12,19,12,28,9,16,8,6,23
2015,13,1338,63,1359,56,H,0,24,47,3,9,12,17,6,24,20,11,2,7,15,19,59,8,23,10,12,11,23,9,7,4,4,17
2015,13,1339,73,1363,68,A,1,23,62,7,14,20,27,14,21,18,11,11,1,21,24,58,6,20,14,24,10,19,10,17,7,5,23
2015,13,1345,77,1237,57,H,0,25,50,8,17,19,31,9,17,14,15,9,8,18,19,46,6,16,13,17,9,16,10,20,7,0,32
2015,13,1348,72,1262,56,H,0,30,47,4,13,8,17,11,22,19,18,5,5,22,16,43,3,9,21,26,2,4,6,11,8,0,22
2015,13,1362,91,1354,52,H,0,36,62,12,25,7,15,9,37,23,18,8,2,19,18,62,7,27,9,19,8,21,6,16,7,5,21
2015,13,1371,63,1273,47,H,0,23,58,8,20,9,19,9,23,11,9,9,4,12,20,54,3,15,4,10,12,28,7,18,3,3,19
2015,13,1378,73,1238,64,H,0,22,42,5,14,24,32,7,23,12,20,6,3,19,24,61,7,16,9,14,11,20,11,16,9,2,25
2015,13,1390,84,1377,73,H,0,21,51,4,13,38,46,13,25,10,10,2,5,17,24,61,7,19,18,25,11,13,12,9,5,2,31
2015,13,1393,65,1214,47,H,0,22,53,5,18,16,23,10,25,14,10,4,4,13,20,53,4,19,3,8,8,20,8,13,6,0,22
2015,13,1400,85,1108,53,H,0,32,56,12,25,9,18,13,30,24,12,4,9,10,19,64,7,19,8,11,11,7,5,8,2,3,18
2015,13,1405,71,1319,58,H,0,23,52,3,12,22,30,8,23,17,17,8,6,13,22,66,6,22,8,11,15,29,12,16,9,5,23
2015,13,1414,68,1334,50,H,0,24,50,5,16,15,17,11,21,13,13,4,5,20,16,47,8,24,10,20,9,13,10,15,4,2,17
2015,13,1416,64,1391,55,H,0,19,53,6,22,20,27,9,30,12,9,5,4,14,21,59,3,11,10,15,9,23,12,8,4,2,22
2015,13,1417,84,1157,71,H,0,27,62,8,20,22,26,14,28,16,11,4,3,18,24,60,4,22,19,23,8,16,10,10,7,1,18
2015,13,1421,83,1187,79,A,0,24,55,7,20,28,34,10,28,12,18,3,1,24,26,55,7,23,20,30,5,15,10,13,7,3,28
2015,13,1424,59,1358,57,H,0,21,57,5,13,12,27,9,26,11,10,5,10,11,21,69,9,36,6,10,19,42,16,14,3,4,23
2015,13,1429,60,1229,55,A,0,21,49,7,20,11,19,7,30,13,12,2,6,18,22,67,2,15,9,20,15,32,11,7,8,2,17
2015,13,1438,67,1313,39,H,0,23,53,10,21,11,17,10,26,19,10,9,11,11,12,51,7,17,8,9,11,19,8,13,3,4,18
2015,13,1452,83,1248,56,H,0,31,81,8,33,13,18,24,23,20,6,11,2,16,20,46,4,13,12,15,4,6,15,20,3,3,16
2015,13,1458,89,1151,45,H,0,32,60,8,18,17,23,10,35,20,9,5,2,13,18,56,6,22,3,10,2,8,7,11,7,4,19
2015,13,1461,78,1294,70,H,0,26,42,8,18,18,22,5,17,21,12,5,4,15,25,51,6,17,14,19,7,13,11,9,7,0,25
2015,14,1104,80,1441,74,H,0,23,49,2,17,32,42,14,22,9,15,7,3,20,25,59,9,28,15,22,14,18,11,14,8,2,28
2015,14,1110,49,1384,46,H,0,17,40,8,19,7,10,6,22,10,15,3,2,11,15,39,7,22,9,12,1,13,11,11,3,0,15
2015,14,1113,49,1126,39,H,0,14,37,8,22,13,19,8,23,13,19,7,4,15,14,44,4,16,7,12,7,17,7,17,5,0,16
2015,14,1115,56,1167,49,N,0,18,46,9,16,11,18,10,13,10,11,6,6,19,12,37,6,18,19,24,9,16,6,13,4,1,17
2015,14,1125,87,1252,62,A,0,33,57,16,33,5,7,7,33,23,20,8,6,14,23,69,9,33,7,10,14,24,11,13,6,1,11
