"Season","Rank","Team","Conf","W-L","AdjEM","AdjO","AdjD","AdjT","Luck","schedule_AdjEM","schedule_OppO","schedule_OppD","conf_AdjEM","TeamID","alternative_spelling","match_rating"
2002,"48","temple","A10","19-15",13.57,114,100.4,62.2,-0.038,8.04,107.7,99.7,14.74,1396,"temple",1
2002,"49","southern illinois","MVC","28-8",13.45,109.2,95.7,70.6,0.034,2.12,105.4,103.3,3.16,1356,"southern illinois",1
2002,"50","wisconsin","B10","18-13",13.22,110.7,97.5,63.3,0.049,10.57,109.1,98.6,8.49,1458,"wisconsin",1
2002,"51","hawaii","WAC","26-6",13.15,110.3,97.2,65.6,0.007,-0.72,103.1,103.8,-9.7,1218,"hawaii",1
2002,"52","villanova","BE","19-13",13.14,106.7,93.5,67.3,-0.055,6.67,106.7,100.1,-4.5,1437,"villanova",1
2002,"53","virginia","ACC","17-12",12.92,112,99.1,69.4,-0.017,8,108.1,100.1,-3.62,1438,"virginia",1
2002,"54","tennessee","SEC","15-16",12.67,110.9,98.2,66.7,-0.044,12.03,108.9,96.8,5.36,1397,"tennessee",1
2002,"55","ball st.","MAC","23-12",12.66,113.3,100.6,69.1,0.012,3.72,106,102.3,8.96,1123,"ball st.",1
2002,"56","syracuse","BE","23-13",12.61,106.1,93.5,69.4,-0.005,6.13,105.8,99.7,-1.37,1393,"syracuse",1
2002,"57","arkansas","SEC","14-15",12.56,108.8,96.2,71.9,-0.062,11.24,108.6,97.3,4.82,1116,"arkansas",1
2002,"58","penn","Ivy","25-7",12.23,110.2,98,65.6,-0.019,-2.38,102.2,104.5,0.98,1335,"penn",1
2002,"59","creighton","MVC","23-9",11.82,111.3,99.5,66.9,0.029,1.39,105,103.7,0.93,1166,"creighton",1
2002,"60","bowling green","MAC","23-9",11.76,111.3,99.6,66.6,0.021,2.13,105.9,103.7,0.85,1132,"bowling green",1
2002,"61","louisville","CUSA","19-13",11.74,108.1,96.4,72.6,0.008,6.99,107,100,1.75,1257,"louisville",1
2002,"62","pepperdine","WCC","21-9",11.72,111.1,99.3,72.4,0.061,3.97,105.9,101.9,11.94,1337,"pepperdine",1
2002,"63","byu","MWC","17-12",11.55,109.2,97.7,65.4,-0.045,5.74,107,101.2,3.23,1140,"byu",1
2002,"64","louisiana tech","WAC","20-10",11.43,110,98.6,66.3,0.002,3.23,104.2,101,3.66,1256,"louisiana tech",1
2002,"65","unc wilmington","CAA","23-10",11.32,107.4,96.1,63.9,-0.003,0.83,103.4,102.6,4.57,1423,"unc wilmington",1
2002,"66","lsu","SEC","18-15",11.1,105.4,94.3,64.9,-0.048,6.88,106.6,99.7,-9.98,1261,"lsu",1
2002,"67","wyoming","MWC","22-9",11.01,107.8,96.7,69,0.032,3.51,105.8,102.3,-5.47,1461,"wyoming",1
2002,"68","saint joseph's","A10","19-12",10.81,114.4,103.6,67.7,-0.009,4.73,106.6,101.9,5.02,1386,"saint joseph's",1
2002,"69","arizona st.","P10","14-15",10.54,108.6,98.1,71.7,-0.09,7.95,108.7,100.7,-8.12,1113,"arizona st.",1
2002,"70","georgia tech","ACC","15-16",10.5,111.1,100.6,70.5,-0.022,8.64,108.2,99.6,0.93,1210,"georgia tech",1
2002,"71","boston college","BE","20-12",9.97,109.4,99.4,69.1,0.04,6.41,105.5,99.1,-2.78,1130,"boston college",1
2002,"72","tennessee tech","OVC","24-7",9.44,109.9,100.4,67.2,0.003,-2.73,103.6,106.4,3.01,1399,"tennessee tech",1
2002,"73","south florida","CUSA","19-13",9.43,107.9,98.4,71.8,0.018,5.41,106,100.6,-0.09,1378,"south florida",1
2002,"74","san diego st.","MWC","21-12",9.29,106.9,97.6,70,0.055,5.64,106.9,101.3,0.67,1361,"san diego st.",1
2002,"75","utah st.","BW","22-8",9.17,106.3,97.2,63.3,-0.025,-2.19,102.6,104.8,-1.62,1429,"utah st.",1
2002,"76","st. john's","BE","20-12",9.06,102.7,93.6,69.1,0.089,6.4,106.7,100.3,-0.79,1385,"st. john's",1
2002,"77","uc santa barbara","BW","19-11",8.87,108.2,99.3,63.4,-0.058,0.45,103.3,102.9,3.37,1364,"uc santa barbara",1
2002,"78","st. bonaventure","A10","17-13",8.59,116.1,107.5,71.5,-0.03,4.47,105.7,101.2,5.86,1382,"st. bonaventure",1
2002,"79","college of charleston","SC","20-8",8.41,105,96.6,62.1,-0.041,-3.2,101.2,104.4,-6.61,1158,"college of charleston",1
2002,"80","richmond","A10","22-14",8.31,104.1,95.8,60.8,0.069,4.71,106.4,101.7,5.1,1350,"richmond",1
2002,"81","unlv","MWC","21-11",8.26,109.7,101.5,72.4,0.068,4.23,105.8,101.5,-1.04,1424,"unlv",1
2002,"82","fresno st.","WAC","19-15",7.82,104.4,96.5,72.4,-0.025,4.84,106.4,101.5,5.93,1201,"fresno st.",1
2002,"83","purdue","B10","13-18",7.6,109.8,102.2,68,-0.059,8.98,108.4,99.4,5.06,1345,"purdue",1
2002,"84","seton hall","BE","11-18",7.18,105,97.9,68.6,-0.1,7.89,106.4,98.5,2.03,1371,"seton hall",1
2002,"85","vanderbilt","SEC","17-15",7.14,107.6,100.5,69.1,0.06,8.44,107.5,99,-3.4,1435,"vanderbilt",1
2002,"86","saint louis","CUSA","15-16",6.91,98.1,91.2,65.3,-0.023,5.9,106.6,100.7,2.38,1387,"saint louis",1
2002,"87","colorado","B12","14-14",6.78,111.3,104.6,71.9,-0.027,6.35,106.9,100.6,-8.44,1160,"colorado",1
2002,"88","auburn","SEC","12-16",6.61,98.6,92,70.1,-0.049,8.17,107.3,99.1,-6.32,1120,"auburn",1
2002,"89","east tennessee st.","SC","15-10",6.6,106.2,99.6,73.7,-0.022,-0.28,102.6,102.9,2.71,1190,"east tennessee st.",1
2002,"90","northwestern","B10","16-13",6.55,99.9,93.4,61.6,0.036,5.74,106.3,100.6,-5.39,1321,"northwestern",1
2002,"91","uc irvine","BW","20-11",6.47,108,101.5,64.9,0.015,-0.11,103.2,103.4,1.86,1414,"uc irvine",1
2002,"92","new mexico","MWC","16-14",6.36,110.3,103.9,66.5,-0.023,3.76,106.1,102.4,-2.87,1307,"new mexico",1
2002,"93","milwaukee","Horz","13-13",6.28,104.8,98.5,71.5,-0.088,1.98,105.7,103.8,5.89,1454,"milwaukee",1
2002,"94","providence","BE","15-16",6.19,102.9,96.7,71.1,-0.05,4.43,104.4,99.9,-4.67,1344,"providence",1
2002,"95","uab","CUSA","13-17",6.18,102.5,96.4,67.7,-0.143,2.74,104.7,102,-2.9,1412,"uab",1
2002,"96","new mexico st.","SB","18-11",5.87,109.3,103.4,68.3,-0.029,-0.48,102.9,103.3,0.97,1308,"new mexico st.",1
2002,"97","arkansas little rock","SB","16-11",5.75,106.8,101.1,69.1,-0.063,-1.3,100.9,102.2,-4.07,1114,"arkansas-little rock",0.973328526784575
2002,"98","pacific","BW","18-10",5.74,109.6,103.8,65.2,0.002,-1.13,102.1,103.3,0.42,1334,"pacific",1
2002,"99","washington","P10","10-18",5.44,105.3,99.8,71.3,0.01,12.08,111,98.9,7.6,1449,"washington",1
2002,"100","mcneese st.","Slnd","20-9",5.39,103.2,97.8,66.2,0.023,-4.6,99.8,104.4,12.81,1270,"mcneese st.",1
2002,"101","san diego","WCC","14-13",5.21,107.7,102.5,68.9,-0.071,0.91,103.8,102.8,2.61,1360,"san diego",1
2002,"102","detroit","Horz","18-13",5.01,104,99,63.3,0.051,2.37,105.2,102.9,3.03,1178,"detroit",1
2002,"103","nebraska","B12","13-15",5,105.8,100.8,66.5,-0.019,5.16,106.8,101.6,-6.48,1304,"nebraska",1
2002,"104","houston","CUSA","17-15",4.99,108.7,103.7,66,0.064,6.12,106.5,100.3,1.53,1222,"houston",1
2002,"105","rutgers","BE","18-13",4.87,98,93.1,69.6,0.038,2.78,104,101.2,-9.89,1353,"rutgers",1
2002,"106","baylor","B12","12-16",4.69,108.2,103.5,68.3,-0.09,4.23,106.2,102,-6.93,1124,"baylor",1
2002,"107","louisiana lafayette","SB","19-11",4.63,99.7,95,70.6,0.054,0.18,102.8,102.6,-1.04,1418,"louisiana-lafayette",0.974358974358974
2002,"108","smu","WAC","15-14",4.44,107.6,103.2,67.7,-0.025,2.92,104.8,101.8,2.29,1374,"smu",1
2002,"109","oral roberts","MCon","17-13",4.33,105.4,101,69.4,-0.076,-3.4,102.5,105.9,-2.49,1331,"oral roberts",1
2002,"110","tcu","CUSA","14-15",4.23,110,105.8,76.5,-0.029,2.85,104.9,102,-2.37,1395,"tcu",1
2002,"111","unc greensboro","SC","20-11",4.21,103.1,98.8,68.6,0.054,-1.66,101.7,103.4,-3.79,1422,"unc greensboro",1
2002,"112","manhattan","MAAC","20-9",4.18,104.6,100.4,68.9,-0.018,-6.27,98.7,104.9,-7.83,1264,"manhattan",1
2002,"113","iowa st.","B12","12-19",4.16,108.1,103.9,65.2,-0.115,4.72,106.1,101.4,-7.22,1235,"iowa st.",1
2002,"114","southwest missouri st.","MVC","17-15",4.15,107.2,103,65.1,-0.064,-0.34,104,104.3,-1.82,1283,"southwest missouri state",0.970478750065659
2002,"115","ohio","MAC","17-11",4.09,108.2,104.2,67.8,0.033,0.07,105.9,105.8,-2,1325,"ohio",1
2002,"116","hampton","MEAC","25-7",3.99,109.9,105.9,69.1,0.013,-8.67,98.5,107.2,0.87,1214,"hampton",1
2002,"117","marist","MAAC","19-9",3.98,106.7,102.8,68.4,-0.059,-5.53,99.4,105,-4.28,1265,"marist",1
2002,"118","illinois chicago","Horz","18-14",3.85,108.9,105,67.5,0.04,1.84,104.3,102.4,0.67,1227,"illinois-chicago",0.970588235294118
2002,"119","davidson","SC","18-10",3.7,101.5,97.8,65.1,0.142,1.79,104.5,102.7,9.43,1172,"davidson",1
2002,"120","kansas st.","B12","13-16",3.67,104,100.3,65.9,-0.005,5.86,108,102.1,-5.38,1243,"kansas st.",1
2002,"121","florida st.","ACC","12-17",3.54,105.8,102.3,68.3,-0.054,7.79,108.1,100.3,-9.05,1199,"florida st.",1
2002,"122","vcu","CAA","21-11",3.53,102.9,99.3,70.9,0.01,-2.17,100.5,102.7,-2.1,1433,"vcu",1
2002,"123","nevada","WAC","16-13",3.41,103.9,100.5,71.6,0.034,2.04,104.3,102.3,-1.94,1305,"nevada",1
2002,"124","oregon st.","P10","10-17",3.36,103.4,100,61.3,-0.05,8,108.9,100.9,-5.43,1333,"oregon st.",1
2002,"125","colorado st.","MWC","11-18",3.34,103.8,100.5,66.5,-0.11,4.28,106.4,102.1,-0.49,1161,"colorado st.",1
2002,"126","loyola chicago","Horz","17-13",3.2,103.5,100.3,69.5,0.01,-0.59,104.3,104.9,-3.87,1260,"loyola chicago",1
2002,"127","massachusetts","A10","13-16",3.17,102,98.8,64.3,0.002,5.05,107.3,102.2,6.49,1269,"massachusetts",1
2002,"128","michigan","B10","11-18",3.15,105.4,102.3,65.6,-0.038,8.27,108.5,100.2,-0.43,1276,"michigan",1
2002,"129","tulane","CUSA","13-15",3.07,104.8,101.7,69.2,0.041,6.18,105.9,99.7,2.95,1408,"tulane",1
2002,"130","western michigan","MAC","17-13",3,107.6,104.6,66.9,0.03,-0.17,104.6,104.8,1.1,1444,"western michigan",1
2002,"131","montana st.","BSky","18-10",2.97,107.4,104.4,63.5,0.054,-2.3,102.4,104.7,1.71,1286,"montana st.",1
2002,"132","clemson","ACC","13-17",2.94,107.3,104.4,69.4,-0.038,4.8,106,101.2,-9.3,1155,"clemson",1
2002,"133","george mason","CAA","19-10",2.67,104.7,102.1,67.8,0.078,-1.69,101.5,103.2,-0.92,1206,"george mason",1
2002,"134","wright st.","Horz","17-11",2.67,110.9,108.3,65.2,0.033,-2.09,102.6,104.7,-7.7,1460,"wright st.",1
2002,"135","georgia st.","ASun","19-11",2.6,107.8,105.2,69.6,0.009,-3.4,103.1,106.5,5.05,1209,"georgia st.",1
2002,"136","georgia southern","SC","14-12",2.55,107,104.5,74.4,-0.051,-2.19,101.1,103.3,-5.58,1204,"georgia southern",1
2002,"137","north carolina","ACC","8-20",2.53,105.8,103.2,70,-0.065,11.37,110.3,98.9,1.78,1314,"north carolina",1
2002,"138","chattanooga","SC","14-14",2.36,103.7,101.3,69.2,-0.012,1.23,103.8,102.6,4.69,1151,"chattanooga",1
2002,"139","miami oh","MAC","13-18",2.15,105.4,103.3,60.5,-0.004,4.99,107.9,102.9,8.77,1275,"miami oh",1
2002,"140","illinois st.","MVC","17-14",2.14,103.1,100.9,66.1,0.072,2.03,105.6,103.5,5,1229,"illinois st.",1
2002,"141","arkansas st.","SB","13-16",2.13,105.2,103.1,64.2,-0.135,-1.64,102,103.6,-3.55,1117,"arkansas st.",1
2002,"142","virginia tech","BE","10-18",2.1,104.3,102.2,67.3,-0.098,4,104.3,100.3,-5.08,1439,"virginia tech",1
2002,"143","oakland","MCon","16-13",1.91,107.6,105.7,70.3,0.033,-0.1,104.4,104.5,3.38,1324,"oakland",1
2002,"144","weber st.","BSky","16-11",1.76,106.1,104.4,68.1,-0.011,-2.95,101.5,104.4,2.81,1451,"weber st.",1
2002,"145","princeton","Ivy","15-12",1.47,103.7,102.2,57.7,0.023,-0.74,102,102.7,4.72,1343,"princeton",1
2002,"146","murray st.","OVC","17-13",1.35,106.8,105.5,69.2,0.017,-1.74,103.4,105.1,3.98,1293,"murray st.",1
2002,"147","la salle","A10","15-17",1.32,103.9,102.6,66,0.034,3.26,104.7,101.5,1.96,1247,"la salle",1
2002,"148","yale","Ivy","21-10",1.09,102.9,101.8,73.1,0.04,-6.19,99.8,106,-10.05,1463,"yale",1
2002,"149","ucf","ASun","16-12",0.98,104.4,103.4,69.7,-0.08,-5.92,101.9,107.9,-2.68,1416,"ucf",1
2002,"150","central connecticut","NEC","27-5",0.93,100.6,99.7,64,0.137,-11.95,97.6,109.5,-4.98,1148,"central connecticut",1
2002,"151","the citadel","SC","13-12",0.66,105.3,104.6,67,-0.027,-2.03,100.8,102.8,-6.4,1154,"the citadel",1
2002,"152","wichita st.","MVC","15-15",0.61,107.8,107.2,66.9,-0.007,-0.19,103.8,104,-1.21,1455,"wichita st.",1
2002,"153","toledo","MAC","16-14",0.4,99.1,98.7,66.2,0.068,1.51,106.5,105,5.12,1405,"toledo",1
2002,"154","rider","MAAC","17-11",0.35,100.2,99.9,68.5,-0.033,-6,99.4,105.4,-5.01,1351,"rider",1
2002,"155","delaware","CAA","14-16",0.32,102.7,102.4,66.4,-0.027,-0.02,102.7,102.8,2.77,1174,"delaware",1
2002,"156","san francisco","WCC","12-15",0.21,102.9,102.7,67.8,-0.027,0.62,103.9,103.3,0.56,1362,"san francisco",1
2002,"157","troy st.","ASun","18-10",0.15,104.2,104.1,69.1,0.044,-4.96,102.6,107.6,1.4,1407,"troy st.",1
2002,"158","eastern washington","BSky","15-13",-0.02,100.2,100.2,68.9,0.053,-0.92,103.3,104.2,6.97,1186,"eastern washington",1
2002,"159","cal poly","BW","14-12",-0.06,102.5,102.6,68.3,0.006,-1.98,101.8,103.8,-4.26,1142,"cal poly",1
2002,"160","utsa","Slnd","19-10",-0.18,103,103.2,72.2,0.001,-6.45,99.1,105.5,-0.45,1427,"utsa",1
2002,"161","north texas","SB","13-14",-0.21,108.1,108.3,72,0.012,0.69,103.3,102.6,2.42,1317,"north texas",1
2002,"162","holy cross","Pat","18-15",-0.24,98.1,98.4,62.2,-0.048,-6.4,99.7,106.1,-3.38,1221,"holy cross",1
2002,"163","umkc","MCon","17-11",-0.33,101.2,101.5,60.7,0.04,-4.31,102.8,107.1,-7.23,1282,"umkc",1
2002,"164","old dominion","CAA","13-16",-0.43,102.5,102.9,64.8,-0.072,-2.11,102,104.1,-3.79,1330,"old dominion",1
2002,"165","southern miss","CUSA","9-17",-0.45,97.7,98.1,64.3,-0.052,4.29,105.6,101.3,-2.52,1379,"southern miss",1
2002,"166","marshall","MAC","15-15",-0.55,110,110.5,69.6,0.037,1.7,105.2,103.5,1.6,1267,"marshall",1
2002,"167","texas pan american","ind","16-10",-0.62,101.1,101.7,71.7,0.051,-3.7,102.7,106.4,-1.04,1410,"texas-pan american",0.97182531580755
2002,"168","morehead st.","OVC","15-11",-0.91,105.5,106.4,68.1,0.072,-3.35,103.3,106.7,4.35,1287,"morehead st.",1
2002,"169","iupui","MCon","13-15",-0.96,102.3,103.3,69.4,-0.014,-0.16,104.5,104.6,1.61,1237,"iupui",1
2002,"170","depaul","CUSA","9-19",-0.96,100.4,101.4,71.3,-0.043,6.9,107.3,100.4,-0.92,1177,"depaul",1
2002,"171","furman","SC","13-14",-1.01,100.2,101.2,65.8,0.021,-0.35,103.1,103.5,-1.9,1202,"furman",1
2002,"172","new orleans","SB","14-14",-1.15,98.4,99.5,68,0.042,-0.93,102.4,103.3,-0.64,1309,"new orleans",1
2002,"173","james madison","CAA","14-15",-1.21,106.4,107.6,65.8,-0.036,-2.91,100.2,103.1,-7.07,1241,"james madison",1
2002,"174","siena","MAAC","17-19",-1.21,100.8,102,66.5,-0.07,-4.14,100.3,104.4,-0.42,1373,"siena",1
2002,"175","drake","MVC","14-15",-1.41,107.1,108.5,64.5,0.03,-0.17,103.8,103.9,-1.52,1179,"drake",1
2002,"176","drexel","CAA","14-14",-1.45,104.4,105.9,70.4,0.016,-1.4,102.2,103.6,-1.04,1180,"drexel",1
2002,"177","long beach st.","BW","12-17",-1.48,102.9,104.4,70.2,-0.021,0.75,103.9,103.1,5.14,1253,"long beach st.",1
2002,"178","northern iowa","MVC","14-15",-1.49,108.2,109.7,66.9,0.055,1.23,104.5,103.2,3.1,1320,"northern iowa",1
2002,"179","samford","ASun","15-14",-1.49,102.5,104,56.8,0.011,-2.89,103.4,106.3,6.03,1359,"samford",1
2002,"180","niagara","MAAC","18-14",-1.64,106.6,108.2,69.5,0.024,-4.33,99.8,104.2,-1.71,1310,"niagara",1
2002,"181","air force","MWC","9-19",-1.64,103.8,105.5,54.2,-0.015,4.3,105.9,101.6,-0.75,1102,"air force",1
2002,"182","cal st. northridge","BW","11-16",-1.66,98.7,100.4,69.8,-0.011,1.5,104.3,102.8,7.01,1169,"cal st. northridge",1
2002,"183","east carolina","CUSA","10-18",-1.78,102.3,104.1,65,0.037,5.93,105.1,99.2,-0.66,1187,"east carolina",1
2002,"184","buffalo","MAC","12-18",-1.84,99.6,101.4,67.7,-0.034,0.14,105,104.9,-3.46,1138,"buffalo",1
2002,"185","jacksonville","ASun","16-12",-1.98,98.7,100.7,66.7,-0.021,-5.92,101.6,107.5,-4.75,1239,"jacksonville",1
2002,"186","northern illinois","MAC","12-16",-2,105.6,107.6,72.1,-0.007,-0.24,105,105.3,-1.93,1296,"northern illinois",1
2002,"187","louisiana monroe","Slnd","19-12",-2,99.9,101.9,70.1,0.138,-2.89,100.8,103.7,10.95,1419,"louisiana-monroe",0.964285714285714
2002,"188","boise st.","WAC","12-17",-2.21,98.2,100.4,65.2,0.016,2.3,104.6,102.3,-3.11,1129,"boise st.",1
2002,"189","utep","WAC","9-22",-2.36,101.3,103.7,67.7,-0.087,2.72,105.4,102.7,1.06,1431,"utep",1
2002,"190","vermont","AE","21-8",-2.41,105.8,108.2,68.1,0.026,-12.2,96.1,108.3,-7,1436,"vermont",1
2002,"191","florida atlantic","ASun","18-12",-2.5,99.6,102.1,70.2,0.06,-4.94,102.2,107.1,-4.52,1194,"florida atlantic",1
2002,"192","west virginia","BE","7-20",-2.62,103.4,106.1,72,-0.029,7.12,106.5,99.3,-0.46,1452,"west virginia",1
2002,"193","cleveland st.","Horz","12-16",-2.66,97.6,100.3,68.7,-0.035,-1.2,104,105.2,-5.91,1156,"cleveland st.",1
2002,"194","boston university","AE","22-10",-2.74,101.3,104,64.5,0.102,-9.18,97.7,106.9,0.25,1131,"boston university",1
2002,"195","gardner webb","ind","13-8",-2.84,101.4,104.3,73.6,0.077,-4.2,100.8,105,2.08,1205,"gardner webb",1
2002,"196","radford","BSth","14-16",-2.88,98,100.9,69.8,-0.104,-6.96,99.1,106.1,4.34,1347,"radford",1
2002,"197","austin peay","OVC","11-18",-2.98,99.4,102.4,67.3,-0.037,0.02,104.6,104.6,10.17,1122,"austin peay",1
2002,"198","penn st.","B10","7-21",-3.16,99.3,102.4,67.7,-0.032,8.23,108.3,100,-2.03,1336,"penn st.",1
2002,"199","wagner","NEC","19-10",-3.17,103.1,106.2,73.3,0.017,-10.18,97.9,108.1,0.12,1447,"wagner",1
2002,"200","george washington","A10","12-16",-3.19,102.7,105.9,70.7,0.089,3.96,105.5,101.6,1.81,1203,"george washington",1
2002,"201","sam houston st.","Slnd","14-14",-3.21,100.2,103.4,72.7,-0.042,-5.09,100,105.1,4.35,1358,"sam houston st.",1
2002,"202","middle tennessee","SB","13-15",-3.38,96.8,100.2,66.1,0.04,-0.91,102.9,103.8,-2.79,1292,"middle tennessee",1
2002,"203","rice","WAC","10-19",-3.43,98,101.4,67.7,-0.051,0.85,103.8,102.9,-4.17,1349,"rice",1
2002,"204","central michigan","MAC","8-19",-3.52,101.6,105.1,67.9,-0.062,2.61,106.4,103.8,7.45,1141,"central michigan",1
2002,"205","brown","Ivy","16-10",-3.69,105.9,109.6,72.7,0.058,-6.99,98.5,105.5,-8.54,1135,"brown",1
2002,"206","american","Pat","18-12",-4.01,101,105.1,62.9,0.057,-7.7,98.5,106.2,-3.16,1110,"american",1
2002,"207","green bay","Horz","9-21",-4.25,105.3,109.6,62.3,-0.118,-0.25,103.8,104.1,-6.02,1453,"green bay",1
2002,"208","fairfield","MAAC","12-17",-4.3,99.1,103.4,71.9,-0.055,-3.99,100,104,-2.28,1193,"fairfield",1
